#{"t_start": 1519520023.233818, "env_id": "KangarooNoFrameskip-v0"}
r,l,t
200.0,465,4659.423985
0.0,349,4660.904851
0.0,340,4662.196587
200.0,397,4663.825873
200.0,343,4665.310887
200.0,598,4667.816055
200.0,340,4669.115183
0.0,398,4670.751531
200.0,402,4672.406544
0.0,403,4674.033802
200.0,406,4675.683691
0.0,476,4677.760528
0.0,337,4679.224769
200.0,345,4680.526
200.0,339,4682.002116
200.0,473,4684.051625
200.0,406,4685.696201
200.0,470,4687.540102
200.0,347,4689.013602
0.0,343,4690.52319
0.0,343,4691.827996
0.0,400,4693.464308
0.0,397,4695.078214
200.0,475,4697.088836
200.0,407,4698.722847
200.0,342,4700.220097
0.0,468,4702.032142
0.0,399,4703.647992
200.0,407,4705.274208
0.0,458,4707.236876
200.0,346,4708.715557
0.0,400,4710.338786
200.0,347,4711.650701
0.0,282,4712.764122
0.0,399,4714.40226
0.0,398,4716.031964
0.0,393,4717.630905
0.0,275,4718.897031
0.0,414,4720.540784
0.0,401,4722.15423
200.0,403,4723.763061
200.0,404,4725.401249
200.0,339,4726.871621
0.0,284,4728.016089
0.0,338,4729.382887
200.0,473,4731.440149
200.0,400,4733.06605
200.0,407,4734.751378
0.0,277,4735.860058
200.0,407,4737.540559
0.0,277,4738.632796
0.0,281,4739.926806
200.0,345,4741.244681
200.0,343,4742.728495
200.0,398,4744.38239
0.0,338,4745.700006
0.0,465,4747.718054
200.0,337,4749.159284
0.0,399,4750.795422
0.0,402,4752.467729
0.0,525,4754.599965
0.0,533,4756.765686
200.0,335,4758.044076
0.0,408,4759.9558
0.0,465,4761.793431
200.0,339,4763.248705
0.0,467,4765.107312
200.0,342,4766.626418
0.0,283,4767.748696
0.0,276,4768.840572
200.0,340,4770.274115
0.0,277,4771.374489
0.0,276,4772.461874
0.0,281,4773.572123
0.0,338,4775.020232
200.0,348,4776.390561
0.0,415,4778.057531
200.0,339,4779.513317
200.0,339,4780.960001
0.0,338,4782.216566
0.0,340,4783.6757
0.0,338,4784.960115
0.0,525,4787.107934
0.0,465,4789.134056
0.0,341,4790.581273
200.0,340,4791.873797
0.0,340,4793.364896
0.0,282,4794.483457
0.0,463,4796.303213
0.0,402,4798.167568
200.0,341,4799.480089
200.0,399,4801.142544
0.0,397,4802.786335
0.0,342,4804.264582
0.0,403,4805.927218
0.0,405,4807.612533
0.0,531,4809.813965
0.0,596,4812.373168
0.0,333,4813.620172
0.0,462,4815.632447
0.0,478,4817.695533
0.0,337,4818.995346
0.0,467,4821.004135
0.0,284,4822.12756
200.0,405,4823.797307
0.0,276,4824.900069
200.0,342,4826.370679
200.0,337,4827.626469
200.0,342,4829.106371
0.0,336,4830.386011
200.0,350,4831.85971
0.0,523,4834.041396
0.0,465,4836.020853
0.0,521,4838.165562
0.0,404,4839.777228
0.0,352,4841.08306
200.0,339,4842.622985
200.0,524,4844.746583
0.0,400,4846.35287
200.0,341,4847.803884
0.0,281,4848.938725
0.0,461,4850.763586
200.0,341,4852.240917
200.0,337,4853.698643
0.0,348,4855.008966
200.0,341,4856.471693
200.0,346,4857.783339
200.0,344,4859.261662
200.0,344,4860.766784
200.0,340,4862.025625
0.0,280,4863.143017
200.0,345,4864.651562
200.0,340,4866.125309
200.0,334,4867.404412
0.0,280,4868.515986
0.0,336,4869.969339
200.0,341,4871.292659
0.0,403,4873.124836
0.0,345,4874.418264
200.0,467,4876.432605
200.0,343,4877.71922
0.0,343,4879.220565
200.0,343,4880.77704
200.0,337,4882.05077
200.0,398,4883.674722
0.0,334,4885.141109
200.0,467,4886.954123
200.0,407,4888.601806
200.0,410,4890.483565
200.0,401,4892.130937
200.0,407,4893.815032
200.0,338,4895.10203
200.0,407,4896.939106
200.0,403,4898.611943
200.0,406,4900.2315
200.0,470,4902.039222
200.0,402,4903.684703
200.0,344,4905.138366
200.0,524,4907.311741
200.0,406,4909.063518
200.0,464,4911.088515
400.0,528,4913.27448
200.0,415,4914.950774
200.0,408,4916.58758
0.0,528,4918.765989
200.0,404,4920.41546
200.0,410,4922.055603
0.0,469,4924.099788
200.0,404,4925.731216
200.0,342,4927.200271
200.0,344,4928.475152
200.0,416,4930.364414
200.0,412,4932.07811
200.0,469,4934.0006
200.0,413,4935.72404
200.0,476,4937.781872
200.0,415,4939.593115
0.0,338,4941.061347
0.0,397,4942.709832
200.0,405,4944.401371
200.0,339,4945.871763
200.0,340,4947.161872
200.0,344,4948.67631
200.0,468,4950.480196
200.0,338,4951.943318
200.0,480,4953.994199
200.0,338,4955.265172
200.0,348,4956.809428
0.0,336,4958.113347
200.0,339,4959.632406
200.0,403,4961.295141
400.0,469,4963.31478
0.0,337,4964.607334
200.0,401,4966.268828
200.0,410,4968.173021
0.0,472,4970.059959
200.0,343,4971.509837
200.0,405,4973.146926
200.0,337,4974.401327
0.0,535,4976.741231
0.0,408,4978.400739
200.0,341,4979.658452
200.0,343,4981.106745
200.0,477,4983.10676
200.0,412,4984.780548
200.0,346,4986.070952
200.0,339,4987.530401
200.0,468,4989.507604
200.0,339,4990.76733
0.0,269,4991.874686
0.0,465,4993.867302
200.0,461,4995.635245
200.0,344,4997.112691
0.0,405,4998.747124
200.0,481,5000.8076
0.0,337,5002.077572
0.0,336,5003.552793
200.0,661,5006.257643
200.0,468,5008.262959
200.0,409,5009.910379
0.0,401,5011.602611
200.0,343,5012.925057
200.0,413,5014.600598
0.0,335,5016.089792
200.0,471,5018.07973
0.0,466,5019.895594
0.0,408,5021.618942
200.0,469,5023.680858
200.0,404,5025.314903
200.0,339,5026.755903
200.0,464,5028.542199
0.0,334,5030.053843
200.0,342,5031.333395
0.0,286,5032.665342
0.0,339,5033.952543
200.0,404,5035.549826
200.0,341,5037.03199
0.0,545,5039.251814
0.0,341,5040.712453
0.0,338,5041.98722
200.0,524,5044.157192
200.0,469,5046.228387
0.0,345,5047.561445
0.0,281,5048.897421
0.0,399,5050.545612
200.0,339,5051.82357
0.0,337,5053.284047
0.0,361,5054.799604
200.0,407,5056.470375
200.0,470,5058.354231
200.0,418,5060.053353
200.0,408,5061.905365
200.0,406,5063.551545
200.0,401,5065.175659
0.0,407,5066.807704
200.0,339,5068.072827
200.0,342,5069.534025
200.0,467,5071.517134
400.0,401,5073.209821
0.0,419,5074.877839
200.0,473,5076.915316
0.0,336,5078.173009
0.0,338,5079.634127
200.0,336,5080.893252
200.0,404,5082.555993
200.0,339,5084.007622
200.0,466,5085.991538
200.0,340,5087.240341
200.0,339,5088.701255
200.0,411,5090.377342
0.0,339,5091.65342
0.0,339,5093.073196
0.0,335,5094.506683
200.0,546,5096.698437
200.0,474,5098.474816
200.0,336,5099.901486
0.0,338,5101.321821
0.0,398,5102.932045
0.0,409,5104.589523
0.0,340,5105.822559
0.0,280,5107.126
200.0,472,5108.905751
200.0,341,5110.361428
200.0,344,5111.642515
200.0,342,5113.106828
200.0,402,5114.757906
200.0,345,5116.388235
0.0,538,5118.797557
0.0,536,5121.267826
200.0,678,5124.117962
200.0,548,5126.457522
200.0,466,5128.624288
0.0,406,5130.343919
200.0,469,5132.425666
200.0,477,5134.299714
200.0,662,5137.103206
200.0,727,5140.243493
0.0,468,5142.287584
0.0,337,5143.596933
0.0,407,5145.333287
200.0,719,5148.477951
0.0,593,5150.87911
200.0,432,5152.791316
0.0,400,5154.473026
0.0,410,5156.145359
0.0,408,5157.819418
400.0,590,5160.353518
0.0,409,5162.022549
200.0,492,5164.103885
0.0,282,5165.225733
0.0,527,5167.367896
0.0,594,5169.699699
200.0,363,5171.20332
200.0,473,5173.158537
200.0,500,5175.235538
200.0,728,5178.071999
200.0,537,5180.303533
200.0,527,5182.482706
200.0,538,5184.839261
200.0,461,5186.581333
0.0,477,5188.602959
0.0,465,5190.410491
0.0,297,5191.755776
200.0,593,5194.038296
200.0,423,5195.720341
200.0,600,5198.285364
200.0,417,5199.929103
200.0,722,5203.009481
200.0,412,5204.734396
200.0,339,5206.235788
200.0,412,5207.950928
0.0,533,5210.239466
0.0,274,5211.381375
400.0,597,5213.910998
200.0,542,5216.32708
200.0,602,5218.65676
200.0,539,5220.852189
0.0,410,5222.665939
200.0,662,5225.345869
200.0,531,5227.505725
200.0,426,5229.174819
200.0,410,5230.806078
200.0,429,5232.463314
200.0,547,5234.876917
200.0,473,5236.690001
200.0,526,5238.926694
200.0,600,5241.41419
0.0,487,5243.504197
0.0,605,5245.823808
200.0,529,5247.960225
0.0,477,5249.943758
200.0,485,5251.946879
200.0,614,5254.481262
200.0,539,5256.632465
0.0,407,5258.276683
400.0,679,5261.007906
200.0,567,5263.339323
200.0,346,5264.79382
200.0,339,5266.239231
200.0,419,5267.892413
0.0,402,5269.545538
200.0,477,5271.536214
0.0,479,5273.340624
200.0,470,5275.304708
200.0,549,5277.517198
200.0,347,5278.994713
400.0,475,5280.820761
200.0,605,5283.365948
200.0,585,5285.851283
200.0,590,5288.384747
0.0,524,5290.637812
400.0,582,5293.492003
200.0,370,5295.344069
0.0,526,5297.882228
200.0,475,5300.022241
200.0,472,5302.300069
400.0,474,5304.333549
200.0,406,5306.390139
200.0,530,5308.792299
200.0,467,5310.769113
200.0,534,5313.146021
200.0,479,5315.304876
0.0,279,5316.469738
200.0,542,5318.869548
0.0,463,5320.925835
0.0,402,5322.695375
200.0,542,5325.031729
200.0,667,5327.967954
0.0,354,5329.622252
200.0,612,5332.29744
0.0,350,5333.692886
0.0,349,5335.330623
0.0,402,5337.037194
0.0,275,5338.121812
400.0,595,5340.639698
200.0,358,5342.151047
200.0,339,5343.435317
200.0,408,5345.080132
200.0,540,5347.270409
400.0,535,5349.674332
0.0,475,5351.482391
200.0,472,5353.500369
200.0,538,5355.681388
200.0,476,5357.875365
200.0,538,5360.124605
200.0,471,5361.954931
200.0,535,5364.088333
200.0,402,5365.874316
200.0,420,5367.533472
400.0,482,5369.368329
0.0,471,5371.340156
400.0,590,5373.843586
200.0,405,5375.44577
200.0,592,5377.765966
200.0,464,5379.746652
200.0,462,5381.498275
0.0,292,5382.801517
200.0,469,5384.610696
200.0,419,5386.305587
0.0,338,5387.76245
200.0,400,5389.420582
200.0,463,5391.527319
0.0,342,5392.841496
200.0,461,5394.852206
400.0,536,5397.315151
400.0,534,5399.816398
200.0,459,5402.030987
200.0,344,5403.538089
0.0,335,5405.192933
200.0,404,5406.976541
200.0,530,5409.260892
200.0,543,5411.636002
200.0,593,5414.321139
0.0,353,5415.741707
200.0,474,5417.906658
200.0,524,5420.245421
200.0,528,5422.562054
200.0,337,5424.128204
200.0,538,5426.495173
200.0,591,5429.000943
200.0,596,5431.7205
200.0,398,5433.489626
200.0,535,5435.841913
200.0,407,5437.603518
200.0,546,5440.057088
400.0,468,5442.256964
200.0,411,5444.112755
0.0,473,5446.296003
200.0,472,5448.314792
0.0,534,5450.989897
200.0,472,5452.983029
200.0,433,5454.826654
200.0,479,5457.018004
400.0,531,5459.459128
200.0,487,5461.742373
200.0,339,5463.307555
200.0,402,5465.102898
200.0,415,5467.0234
200.0,464,5469.00288
600.0,605,5471.778792
200.0,438,5473.632745
200.0,407,5475.64176
400.0,532,5477.960576
200.0,467,5479.915133
200.0,474,5482.114023
0.0,405,5483.844515
0.0,401,5485.548775
0.0,348,5487.103783
200.0,486,5489.044508
200.0,414,5491.018595
200.0,344,5492.36975
200.0,480,5494.60512
200.0,347,5496.160196
200.0,733,5499.225116
200.0,468,5501.31065
200.0,345,5502.722368
0.0,395,5504.397239
200.0,474,5506.58617
200.0,557,5508.955613
200.0,548,5511.600581
200.0,475,5513.598225
200.0,472,5515.681195
0.0,651,5518.553455
200.0,344,5520.082901
600.0,690,5523.066165
0.0,525,5525.424725
400.0,611,5528.256084
200.0,466,5530.177083
200.0,466,5532.288084
0.0,519,5534.554881
200.0,584,5537.097295
200.0,611,5539.825045
200.0,554,5542.166044
200.0,550,5544.525584
0.0,409,5546.593744
400.0,653,5549.5276
200.0,533,5551.90363
0.0,537,5554.284172
400.0,409,5556.122109
0.0,526,5558.56139
0.0,474,5560.724694
400.0,541,5563.095028
200.0,674,5566.037177
200.0,411,5567.791798
0.0,336,5569.377748
200.0,411,5571.168246
200.0,410,5572.892203
200.0,481,5575.036264
0.0,475,5576.945913
200.0,356,5578.533783
200.0,404,5580.220995
200.0,538,5582.564092
200.0,601,5585.125248
200.0,591,5587.652003
0.0,469,5589.486527
0.0,666,5592.228872
200.0,545,5594.540224
200.0,469,5596.652311
0.0,531,5598.978542
200.0,494,5601.176191
200.0,528,5603.401686
200.0,545,5605.644128
400.0,473,5607.700615
0.0,412,5609.357445
200.0,553,5611.612697
200.0,747,5614.732172
200.0,417,5616.37479
200.0,481,5618.365163
200.0,615,5620.938013
200.0,551,5623.145387
200.0,543,5625.364054
200.0,481,5627.498186
0.0,279,5628.598392
200.0,624,5631.233792
200.0,480,5633.054607
0.0,568,5635.511301
400.0,407,5637.250824
200.0,535,5639.454727
200.0,522,5641.6235
0.0,537,5643.82313
200.0,605,5646.461848
400.0,727,5649.347396
200.0,510,5651.470835
0.0,398,5653.179605
0.0,404,5654.814605
200.0,416,5656.716358
0.0,479,5658.716271
200.0,670,5661.862332
200.0,535,5664.165272
400.0,547,5666.445964
200.0,340,5667.841893
200.0,729,5670.988189
200.0,720,5674.150738
200.0,549,5676.388106
200.0,492,5678.515531
200.0,599,5680.899407
0.0,406,5682.600301
200.0,615,5685.283149
200.0,491,5687.393864
200.0,470,5689.507745
0.0,532,5691.756274
400.0,642,5694.452321
200.0,613,5696.882325
200.0,599,5699.489983
200.0,597,5702.042182
200.0,578,5704.345356
0.0,474,5706.389376
200.0,547,5708.594875
200.0,658,5711.352265
200.0,479,5713.406209
200.0,488,5715.318585
200.0,556,5717.753613
400.0,615,5720.226904
200.0,546,5722.626276
0.0,470,5724.418052
200.0,623,5727.021683
200.0,618,5729.633643
200.0,506,5731.717154
0.0,600,5734.103673
600.0,594,5736.667496
0.0,595,5739.047098
200.0,413,5740.902002
400.0,467,5742.703449
200.0,536,5745.020046
200.0,610,5747.592104
200.0,680,5750.479824
200.0,417,5752.199678
400.0,401,5754.011939
200.0,600,5756.781911
200.0,617,5759.617654
400.0,672,5762.592841
200.0,673,5765.448725
200.0,528,5767.654539
200.0,366,5769.256326
0.0,283,5770.446038
200.0,613,5773.059235
200.0,527,5775.234591
0.0,405,5776.890776
200.0,333,5778.342097
0.0,537,5780.567201
200.0,675,5783.356514
200.0,492,5785.504397
200.0,473,5787.406222
200.0,535,5789.83529
400.0,404,5791.54761
200.0,469,5793.432833
200.0,547,5795.773042
200.0,543,5798.309449
400.0,469,5800.262779
200.0,539,5802.570606
0.0,468,5804.623865
200.0,352,5806.171155
200.0,408,5807.846719
200.0,609,5810.527163
200.0,404,5812.223483
200.0,345,5813.519931
200.0,476,5815.578479
400.0,478,5817.655169
200.0,532,5819.882214
200.0,398,5821.565631
200.0,347,5822.855697
200.0,486,5824.955082
400.0,663,5827.768678
400.0,413,5829.448668
200.0,542,5831.820905
200.0,474,5833.634202
0.0,406,5835.276302
400.0,709,5838.33176
0.0,411,5840.032426
200.0,482,5842.071638
200.0,531,5844.275075
200.0,490,5846.180763
200.0,603,5848.807331
0.0,528,5851.178661
0.0,607,5853.845224
200.0,717,5856.799531
200.0,489,5859.015792
200.0,722,5862.306846
600.0,618,5864.790552
200.0,481,5866.953293
200.0,533,5869.353196
200.0,645,5872.070905
400.0,649,5874.764397
200.0,604,5877.388072
200.0,596,5880.042576
200.0,649,5882.815681
200.0,528,5885.044751
200.0,777,5888.351075
200.0,648,5891.052591
0.0,452,5892.855262
200.0,530,5895.039228
200.0,575,5897.498536
200.0,536,5899.734622
200.0,590,5902.041425
400.0,456,5904.003582
200.0,585,5906.320877
200.0,608,5908.930438
200.0,641,5911.586105
200.0,516,5913.764033
200.0,547,5915.952633
200.0,588,5918.479987
200.0,678,5921.234103
0.0,470,5923.172698
200.0,449,5925.206797
200.0,593,5927.584154
200.0,598,5930.247551
200.0,416,5931.959704
200.0,531,5934.217868
200.0,596,5936.799798
0.0,462,5938.637098
200.0,518,5940.815487
200.0,671,5943.785124
200.0,648,5946.465508
200.0,650,5949.17534
400.0,721,5952.189484
200.0,397,5953.864594
0.0,336,5955.419805
0.0,337,5956.742413
400.0,711,5959.967411
200.0,575,5962.341317
0.0,332,5963.837685
400.0,437,5965.594261
200.0,483,5967.641816
200.0,605,5970.258004
200.0,543,5972.562238
400.0,579,5974.938613
200.0,601,5977.617983
0.0,344,5979.02365
400.0,537,5981.489089
0.0,336,5982.83042
200.0,477,5984.874862
200.0,366,5986.404448
400.0,476,5988.271022
200.0,511,5990.468251
200.0,589,5993.004993
200.0,515,5995.129367
0.0,462,5996.949309
400.0,482,5999.03527
0.0,274,6000.164274
200.0,409,6001.876882
400.0,540,6004.074194
200.0,486,6006.137386
200.0,528,6008.362342
200.0,605,6010.966159
0.0,268,6012.174555
0.0,341,6013.525417
0.0,401,6015.419122
400.0,525,6017.645465
200.0,350,6019.062179
200.0,476,6021.130685
200.0,336,6022.496627
0.0,337,6024.047565
200.0,419,6025.787728
800.0,538,6028.161768
0.0,335,6029.899484
600.0,546,6032.291571
400.0,533,6034.63622
0.0,406,6036.478079
200.0,528,6038.752375
200.0,486,6040.822745
200.0,603,6043.539312
200.0,721,6046.524797
200.0,468,6048.820215
200.0,601,6051.626172
200.0,607,6054.103581
200.0,479,6056.177151
200.0,670,6059.248014
400.0,461,6061.571803
200.0,348,6063.040369
400.0,662,6065.810902
200.0,395,6067.58781
400.0,466,6069.660544
200.0,709,6072.54456
200.0,667,6075.537946
200.0,407,6077.343189
200.0,469,6079.454352
200.0,347,6081.175098
200.0,656,6084.067188
200.0,539,6086.478702
200.0,407,6088.126199
200.0,604,6090.864908
200.0,530,6093.219562
200.0,597,6095.891409
200.0,544,6098.165381
0.0,409,6099.783372
200.0,776,6102.9455
200.0,610,6105.688819
200.0,544,6107.924616
200.0,537,6110.204354
400.0,595,6112.718952
200.0,669,6115.480006
200.0,595,6117.915496
600.0,604,6120.562711
200.0,341,6122.026405
200.0,463,6123.823503
200.0,546,6126.08084
200.0,542,6128.615215
200.0,404,6130.425031
200.0,491,6132.351514
200.0,532,6134.520329
200.0,475,6136.608116
200.0,673,6139.470663
200.0,597,6142.163496
400.0,475,6144.255691
0.0,405,6145.952022
200.0,403,6147.592768
0.0,396,6149.28441
0.0,339,6150.68696
200.0,398,6152.384415
200.0,420,6154.319572
0.0,466,6156.19552
200.0,589,6158.677667
200.0,532,6160.92392
200.0,463,6162.74222
200.0,532,6165.249665
0.0,334,6166.618296
200.0,414,6168.410645
200.0,598,6171.469608
0.0,273,6172.725227
0.0,532,6174.970838
200.0,411,6176.679387
0.0,420,6178.43091
200.0,417,6180.438385
200.0,455,6182.372128
0.0,404,6184.042426
200.0,546,6186.462575
200.0,466,6188.633994
200.0,408,6190.571436
200.0,606,6193.312052
0.0,331,6194.681881
400.0,471,6196.889536
200.0,528,6199.124859
200.0,336,6200.636754
200.0,484,6202.504838
0.0,282,6203.656264
0.0,468,6205.689588
200.0,345,6207.241885
200.0,730,6210.271046
200.0,404,6211.956781
200.0,478,6213.988707
200.0,472,6215.991287
200.0,486,6217.846768
0.0,532,6220.007922
0.0,303,6221.365559
200.0,412,6223.027841
200.0,596,6225.635341
200.0,602,6228.072913
0.0,416,6229.866072
200.0,483,6231.956231
200.0,403,6233.609276
200.0,341,6235.09062
400.0,688,6237.865063
200.0,551,6240.052617
200.0,472,6242.045112
200.0,467,6243.837184
400.0,604,6246.382277
0.0,475,6248.412091
200.0,587,6250.705172
200.0,470,6252.755808
200.0,338,6254.313207
0.0,413,6255.956245
0.0,272,6257.039773
200.0,550,6259.297885
200.0,410,6260.98637
0.0,402,6262.670074
200.0,476,6264.715451
200.0,500,6266.88009
200.0,591,6269.264725
200.0,475,6271.307317
0.0,272,6272.398046
200.0,484,6274.479347
0.0,401,6276.138725
400.0,472,6277.993602
200.0,404,6279.623528
200.0,419,6281.500494
200.0,337,6282.756305
200.0,399,6284.425632
400.0,401,6286.083547
600.0,472,6288.1057
0.0,400,6289.791623
400.0,537,6292.006885
0.0,339,6293.440475
200.0,475,6295.282762
200.0,334,6296.729085
0.0,337,6298.216143
400.0,467,6300.049851
200.0,341,6301.588707
400.0,403,6303.258531
0.0,469,6305.093711
200.0,475,6307.115322
200.0,407,6308.754592
200.0,608,6311.375674
200.0,343,6312.64501
200.0,472,6314.630956
200.0,530,6316.802294
200.0,472,6318.805347
0.0,333,6320.10142
400.0,532,6322.267737
0.0,335,6323.706637
200.0,598,6326.233764
0.0,274,6327.345826
400.0,469,6329.195887
0.0,278,6330.302262
0.0,334,6331.747522
0.0,333,6332.998912
200.0,403,6334.808897
0.0,284,6335.924516
600.0,539,6338.084856
200.0,462,6339.975354
200.0,523,6342.146187
400.0,526,6344.275692
200.0,340,6345.720265
0.0,274,6346.821004
200.0,343,6348.340997
0.0,282,6349.558947
0.0,269,6350.723601
0.0,332,6352.039881
0.0,341,6353.541118
200.0,400,6355.205899
200.0,461,6357.223301
400.0,409,6358.962618
200.0,591,6361.350246
0.0,336,6362.799962
200.0,475,6364.868703
0.0,409,6366.537356
200.0,460,6368.36208
200.0,409,6370.044645
200.0,543,6372.476487
0.0,330,6373.760228
400.0,405,6375.434696
0.0,271,6376.530879
200.0,490,6378.625867
0.0,357,6380.226362
200.0,528,6382.378255
200.0,344,6383.652569
200.0,600,6386.202041
200.0,601,6388.79735
0.0,339,6390.095713
200.0,599,6392.679436
200.0,595,6395.0477
0.0,339,6396.489443
400.0,622,6399.065233
200.0,408,6400.722524
200.0,402,6402.34568
200.0,422,6404.007612
200.0,333,6405.449637
0.0,348,6406.748777
400.0,469,6408.767897
200.0,472,6410.839403
400.0,541,6413.120768
400.0,592,6415.468418
200.0,396,6417.112694
200.0,537,6419.545313
200.0,539,6421.746057
200.0,342,6423.062356
200.0,411,6424.983172
200.0,404,6426.672216
400.0,395,6428.30801
200.0,408,6429.98767
400.0,400,6431.667821
200.0,400,6433.344877
200.0,405,6435.072686
600.0,598,6437.661899
200.0,464,6439.554302
200.0,339,6441.050651
400.0,461,6442.946132
600.0,461,6444.954897
400.0,397,6446.614675
200.0,408,6448.290882
200.0,473,6450.320745
200.0,526,6452.469296
200.0,662,6455.266874
200.0,397,6456.918488
400.0,590,6459.288631
200.0,476,6461.306642
200.0,463,6463.291044
200.0,409,6464.941442
200.0,467,6466.77679
200.0,403,6468.423124
600.0,528,6470.625946
600.0,533,6472.959413
200.0,465,6474.757743
200.0,409,6476.412081
400.0,538,6478.593045
200.0,469,6480.635105
600.0,469,6482.717561
200.0,350,6484.046782
200.0,336,6485.482113
200.0,605,6487.840618
200.0,475,6489.936588
200.0,396,6491.591787
600.0,541,6493.841799
200.0,346,6495.34561
200.0,469,6497.380467
200.0,481,6499.32027
200.0,467,6501.370617
0.0,464,6503.202731
0.0,400,6504.865106
200.0,609,6507.454841
200.0,337,6508.914671
0.0,330,6510.19219
200.0,400,6511.839277
400.0,607,6514.43359
200.0,336,6515.870085
200.0,599,6518.282409
200.0,411,6519.933064
400.0,465,6521.937653
200.0,339,6523.294676
400.0,534,6525.780675
400.0,399,6527.43798
600.0,471,6529.335301
200.0,533,6531.603184
400.0,406,6533.264651
200.0,402,6535.079029
200.0,461,6536.941176
200.0,465,6538.936939
400.0,473,6540.776941
200.0,406,6542.443122
200.0,406,6544.354452
400.0,533,6546.608719
200.0,335,6547.896411
0.0,472,6549.929327
0.0,411,6551.599447
200.0,525,6553.752182
200.0,339,6555.225809
0.0,467,6557.052749
600.0,600,6559.712437
200.0,394,6561.32355
400.0,546,6563.504248
600.0,468,6565.547742
200.0,472,6567.466086
400.0,602,6570.028066
0.0,273,6571.164503
200.0,412,6572.848609
400.0,400,6574.489386
400.0,400,6576.138716
0.0,341,6577.589307
200.0,539,6579.767912
200.0,468,6581.806633
0.0,337,6583.060878
200.0,405,6584.681992
400.0,599,6587.212337
0.0,345,6588.565596
200.0,467,6590.697548
200.0,335,6592.178899
200.0,458,6593.969306
200.0,592,6596.530587
400.0,525,6598.697736
200.0,472,6600.52168
600.0,605,6603.039963
200.0,335,6604.477447
200.0,470,6606.270473
0.0,461,6608.254553
200.0,403,6609.870934
600.0,607,6612.269711
200.0,599,6614.819414
200.0,403,6616.43087
200.0,335,6617.900449
200.0,337,6619.21215
200.0,338,6620.704134
200.0,608,6623.307535
200.0,407,6625.015721
200.0,589,6627.384041
0.0,335,6628.908817
200.0,612,6631.491191
0.0,345,6632.8119
200.0,472,6634.8369
200.0,458,6636.641987
200.0,402,6638.299052
200.0,471,6640.301154
200.0,339,6641.761216
200.0,601,6644.114819
200.0,420,6645.809569
200.0,604,6648.37207
200.0,546,6650.667468
200.0,738,6653.870557
200.0,470,6655.928014
400.0,533,6658.082797
200.0,476,6659.897115
200.0,348,6661.371201
0.0,272,6662.449463
600.0,471,6664.433012
400.0,538,6666.662021
0.0,467,6668.539738
400.0,537,6670.916031
200.0,403,6672.609851
400.0,606,6674.968898
400.0,531,6677.079401
200.0,403,6678.679422
400.0,587,6681.190598
600.0,463,6683.269765
400.0,461,6685.110051
200.0,397,6686.959235
200.0,465,6689.259399
400.0,539,6691.83175
400.0,676,6695.003439
400.0,476,6696.98538
200.0,533,6699.148171
400.0,471,6700.904243
200.0,415,6702.713018
200.0,410,6704.32439
400.0,542,6706.453881
200.0,540,6708.590997
0.0,336,6710.055707
200.0,343,6711.293065
0.0,334,6712.695246
200.0,668,6715.340768
400.0,468,6717.274195
200.0,607,6719.56629
200.0,592,6722.018675
400.0,601,6724.297031
200.0,540,6726.595562
0.0,337,6727.809581
0.0,270,6728.864561
200.0,412,6730.49364
200.0,465,6732.453951
400.0,534,6734.658341
400.0,536,6736.798025
400.0,593,6739.254468
200.0,338,6740.488339
200.0,402,6742.096644
200.0,407,6743.954196
200.0,471,6745.715715
200.0,473,6747.701927
200.0,350,6748.952649
0.0,336,6750.361002
200.0,340,6751.79693
600.0,788,6754.948068
0.0,337,6756.187413
200.0,527,6758.299159
400.0,401,6759.89818
400.0,528,6762.059883
200.0,341,6763.510048
400.0,488,6765.510406
200.0,349,6766.871722
0.0,336,6768.310775
400.0,397,6769.940789
400.0,530,6772.044965
200.0,398,6773.610526
400.0,407,6775.21598
600.0,653,6777.809802
400.0,542,6780.117734
0.0,335,6781.42006
0.0,335,6782.842139
200.0,413,6784.459648
200.0,463,6786.208533
200.0,673,6789.069958
200.0,481,6790.876419
200.0,338,6792.31493
200.0,412,6793.922732
200.0,470,6795.893592
200.0,537,6798.007848
400.0,471,6799.847931
200.0,668,6802.528147
0.0,337,6803.938201
0.0,400,6805.497107
600.0,717,6808.451265
200.0,520,6810.517977
0.0,333,6811.732884
0.0,337,6813.143551
400.0,461,6814.878202
600.0,464,6816.81718
400.0,594,6819.090541
200.0,459,6821.015851
0.0,402,6822.634215
0.0,398,6824.228348
800.0,597,6826.725767
200.0,661,6829.450062
200.0,535,6831.592962
400.0,472,6833.578936
0.0,275,6834.657847
200.0,407,6836.257071
0.0,334,6837.488346
200.0,430,6839.343196
200.0,342,6840.61499
0.0,335,6842.014987
200.0,467,6843.751841
200.0,604,6846.200861
400.0,398,6847.794054
400.0,416,6849.39723
400.0,607,6851.900223
400.0,404,6853.488343
200.0,337,6854.885364
600.0,462,6856.611681
200.0,343,6858.058595
400.0,539,6860.309577
0.0,334,6861.536558
200.0,397,6863.107443
0.0,269,6864.346033
200.0,344,6865.589894
400.0,600,6868.054542
400.0,487,6870.042417
0.0,540,6872.150055
200.0,475,6873.91628
400.0,656,6876.532891
200.0,605,6878.998655
200.0,584,6881.411834
0.0,401,6883.002377
200.0,414,6884.629434
0.0,398,6886.205759
400.0,532,6888.315594
600.0,466,6890.126596
200.0,415,6891.948945
