#{"t_start": 1519520023.233818, "env_id": "KangarooNoFrameskip-v0"}
r,l,t
0.0,338,624.126806
0.0,271,625.189419
0.0,343,626.660239
0.0,475,628.434662
0.0,402,630.030658
200.0,401,631.687306
0.0,282,632.994481
0.0,403,634.592277
0.0,342,635.840408
0.0,466,637.841988
0.0,529,640.089575
0.0,338,641.508403
0.0,344,642.764786
0.0,336,644.190436
0.0,340,645.509826
200.0,401,647.096112
0.0,538,649.544246
0.0,403,651.133864
0.0,335,652.366032
0.0,282,653.463668
200.0,459,655.403646
0.0,279,656.522166
0.0,473,658.579432
0.0,275,659.663705
200.0,344,660.918206
0.0,466,662.854202
0.0,400,664.583753
0.0,335,665.828636
0.0,410,667.70584
0.0,339,669.001934
0.0,529,671.11101
0.0,401,672.713804
0.0,489,674.739521
0.0,344,676.202951
200.0,405,677.806733
0.0,278,679.012708
0.0,344,680.528937
400.0,530,682.80749
200.0,529,685.157463
200.0,476,686.974919
200.0,401,688.567629
0.0,472,690.531395
0.0,468,692.545754
0.0,280,693.631029
0.0,471,695.404284
200.0,467,697.352673
200.0,351,698.856431
0.0,345,700.111326
0.0,473,702.070231
200.0,540,704.220665
200.0,410,705.897384
200.0,414,707.574885
0.0,288,708.984832
0.0,395,710.561337
0.0,476,712.351418
0.0,561,714.747242
0.0,292,715.864862
200.0,623,718.39586
0.0,416,720.022703
0.0,669,722.688135
200.0,473,724.65283
0.0,605,726.998209
200.0,355,728.516044
200.0,402,730.246413
0.0,472,732.269221
200.0,412,733.897041
0.0,405,735.521928
0.0,297,736.681894
0.0,552,739.010649
0.0,351,740.497678
200.0,490,742.519417
400.0,607,745.134787
0.0,280,746.249742
200.0,549,748.459479
0.0,266,749.51321
0.0,283,750.628759
0.0,279,751.728323
0.0,421,753.455122
200.0,545,755.901421
0.0,342,757.17643
0.0,279,758.264246
0.0,277,759.349386
0.0,355,760.860378
0.0,282,761.964521
200.0,534,764.160785
0.0,276,765.454358
200.0,408,767.072666
0.0,493,769.027356
0.0,283,770.39691
0.0,662,773.105306
0.0,410,774.74086
0.0,472,776.573115
0.0,508,778.667739
0.0,528,780.826997
200.0,463,782.767796
0.0,340,784.202084
0.0,419,785.857675
200.0,550,788.043954
0.0,406,789.65332
0.0,599,792.206805
0.0,476,794.049438
0.0,341,795.580958
0.0,276,796.701856
0.0,337,798.131626
0.0,365,799.535604
200.0,409,801.352143
200.0,480,803.163034
0.0,472,805.197532
0.0,347,806.652887
0.0,401,808.293581
0.0,468,810.061373
0.0,481,812.075342
0.0,499,814.123133
200.0,595,816.449655
0.0,418,818.34667
0.0,547,820.548026
0.0,552,822.726468
200.0,344,824.17716
0.0,288,825.331363
0.0,525,827.488138
0.0,471,829.409724
0.0,534,831.71936
0.0,537,833.874649
0.0,467,835.658368
200.0,463,837.604809
0.0,539,839.775841
0.0,400,841.373116
0.0,470,843.386535
0.0,407,844.99676
0.0,658,847.657199
0.0,663,850.307739
0.0,276,851.387327
0.0,474,853.392828
0.0,287,854.494236
200.0,475,856.458781
200.0,341,857.712929
0.0,279,858.897325
0.0,340,860.355778
0.0,401,861.944303
0.0,471,863.923313
400.0,542,866.14919
200.0,598,868.450921
200.0,532,870.575173
0.0,339,872.127991
0.0,361,873.666006
0.0,355,874.959558
0.0,274,876.231856
0.0,587,878.533182
0.0,286,879.653193
0.0,384,881.244156
0.0,284,882.349187
0.0,470,884.324927
0.0,651,887.048288
0.0,389,888.676764
0.0,589,891.05185
0.0,528,893.340862
200.0,484,895.163907
0.0,279,896.248019
0.0,337,897.689999
0.0,532,899.823298
0.0,342,901.265024
0.0,275,902.350925
0.0,658,905.024729
0.0,283,906.124279
0.0,370,907.681181
0.0,276,908.768812
0.0,344,910.246842
0.0,287,911.356806
0.0,271,912.426505
0.0,380,914.052176
0.0,460,915.809453
0.0,286,916.908664
200.0,463,918.949351
0.0,535,921.100159
400.0,529,923.237232
0.0,412,924.933766
0.0,341,926.382229
0.0,412,928.008789
0.0,467,929.973143
200.0,472,931.760269
0.0,405,933.375669
200.0,484,935.367994
0.0,398,936.953229
0.0,353,938.416752
0.0,342,939.663816
200.0,339,941.098653
0.0,283,942.192693
0.0,438,943.904816
0.0,335,945.323711
0.0,414,946.997094
0.0,343,948.551564
0.0,416,950.308609
0.0,350,951.827681
0.0,279,952.936631
0.0,413,954.563022
0.0,279,955.65265
200.0,346,957.119402
0.0,289,958.258454
0.0,281,959.346116
200.0,544,961.49307
0.0,278,962.589073
0.0,348,964.059985
200.0,471,966.144152
0.0,468,967.976507
0.0,288,969.114417
0.0,468,971.088579
0.0,530,973.263243
0.0,283,974.371003
0.0,461,976.34146
200.0,670,979.189758
0.0,562,981.46182
0.0,285,982.592916
0.0,652,985.326066
0.0,401,987.123771
0.0,537,989.281607
0.0,282,990.381734
0.0,408,991.978382
200.0,404,993.644179
400.0,604,996.235326
0.0,403,997.831107
0.0,407,999.427243
0.0,281,1000.518387
200.0,398,1002.094104
200.0,342,1003.577001
200.0,474,1005.372336
0.0,345,1006.818754
0.0,338,1008.253955
200.0,533,1010.530596
0.0,337,1011.783559
0.0,338,1013.21343
200.0,538,1015.361016
0.0,346,1016.854457
0.0,526,1018.978692
0.0,340,1020.271927
0.0,406,1021.90793
0.0,463,1023.862411
200.0,401,1025.461671
200.0,334,1026.723726
0.0,284,1028.017328
200.0,529,1030.156503
0.0,457,1031.908594
0.0,402,1033.536387
200.0,406,1035.151173
0.0,397,1036.81294
200.0,399,1038.486265
0.0,342,1040.089962
0.0,275,1041.196944
200.0,338,1042.637665
200.0,333,1043.854176
200.0,399,1045.554603
0.0,396,1047.191247
200.0,477,1049.276197
200.0,524,1051.429601
0.0,343,1052.902476
200.0,400,1054.578203
0.0,531,1056.747342
200.0,362,1058.302994
0.0,405,1059.930629
0.0,347,1061.239458
0.0,469,1063.230876
0.0,274,1064.330347
400.0,533,1066.487004
200.0,405,1068.163585
0.0,336,1069.698788
0.0,398,1071.328347
0.0,405,1073.002188
200.0,342,1074.440157
0.0,399,1076.047955
200.0,466,1077.850516
200.0,398,1079.443195
0.0,461,1081.434441
0.0,336,1082.685625
0.0,526,1084.808484
0.0,338,1086.242594
0.0,401,1087.844261
0.0,405,1089.457968
0.0,465,1091.480275
0.0,337,1092.739864
0.0,345,1094.178581
200.0,398,1095.762842
0.0,403,1097.359435
0.0,340,1098.873149
0.0,408,1100.505836
0.0,530,1102.638549
0.0,406,1104.280351
0.0,336,1105.722007
0.0,404,1107.354405
0.0,533,1109.51588
0.0,465,1111.276365
0.0,278,1112.361059
0.0,415,1114.203465
0.0,345,1115.469233
200.0,470,1117.434797
0.0,341,1118.689856
0.0,537,1121.039432
200.0,344,1122.395057
200.0,344,1123.841638
0.0,340,1125.099446
0.0,473,1127.099317
0.0,336,1128.530289
0.0,410,1130.31071
0.0,396,1131.886459
0.0,416,1133.521418
400.0,534,1135.680901
0.0,277,1136.781744
0.0,404,1138.423035
0.0,536,1140.577856
200.0,478,1142.589811
0.0,281,1143.731098
0.0,409,1145.385317
200.0,403,1147.001735
0.0,412,1148.824142
0.0,533,1150.975935
200.0,465,1152.746533
0.0,278,1153.82549
0.0,461,1155.767205
200.0,338,1157.005145
0.0,537,1159.462548
200.0,400,1161.071741
0.0,466,1162.829447
0.0,278,1163.931159
0.0,346,1165.404517
200.0,473,1167.381964
0.0,280,1168.468629
0.0,279,1169.557451
0.0,341,1170.802858
200.0,471,1172.770543
200.0,339,1174.199638
0.0,283,1175.295514
200.0,402,1176.932804
0.0,342,1178.205373
0.0,470,1180.175589
0.0,487,1182.216136
0.0,338,1183.459673
400.0,407,1185.256272
200.0,592,1187.540563
200.0,401,1189.292206
0.0,404,1190.930788
200.0,338,1192.359195
200.0,398,1193.940193
0.0,527,1196.052685
0.0,343,1197.540386
200.0,398,1199.161486
0.0,339,1200.442214
0.0,537,1202.628031
200.0,469,1204.60603
0.0,336,1205.861931
0.0,465,1207.816223
400.0,398,1209.414666
200.0,400,1211.036469
200.0,397,1212.667283
0.0,398,1214.295017
0.0,398,1215.890531
200.0,461,1217.869022
0.0,399,1219.570227
0.0,400,1221.167463
0.0,339,1222.640207
200.0,398,1224.259122
400.0,599,1226.590685
0.0,403,1228.184219
0.0,343,1229.684175
0.0,275,1230.759957
0.0,341,1232.258999
0.0,398,1233.882638
0.0,404,1235.540364
0.0,406,1237.152345
0.0,334,1238.382233
400.0,398,1239.999467
200.0,399,1241.805362
0.0,341,1243.068331
0.0,403,1244.679572
200.0,405,1246.293486
0.0,666,1249.062827
200.0,535,1251.508737
0.0,459,1253.29072
0.0,340,1254.73983
200.0,461,1256.500735
0.0,343,1257.940831
200.0,460,1259.669632
200.0,335,1261.096313
0.0,466,1262.868735
0.0,340,1264.309036
0.0,335,1265.733452
0.0,401,1267.380687
0.0,338,1268.620113
400.0,464,1270.606427
0.0,340,1271.83593
200.0,396,1273.430716
200.0,459,1275.425613
200.0,403,1277.021163
0.0,589,1279.645365
200.0,335,1280.91219
0.0,396,1282.563665
0.0,396,1284.163781
600.0,462,1286.102967
0.0,342,1287.348186
0.0,400,1288.940027
200.0,404,1290.717958
400.0,400,1292.341824
0.0,401,1293.931401
0.0,336,1295.191761
200.0,464,1297.214767
400.0,401,1298.827229
0.0,270,1299.918529
0.0,335,1301.252454
0.0,401,1303.038413
0.0,274,1304.140646
0.0,402,1305.755715
0.0,287,1306.866967
200.0,402,1308.489014
0.0,399,1310.202876
200.0,461,1312.179929
0.0,399,1313.788574
0.0,403,1315.436953
0.0,400,1317.021924
0.0,345,1318.271201
200.0,401,1319.896634
0.0,396,1321.503484
0.0,465,1323.47772
0.0,342,1324.916369
0.0,397,1326.50375
0.0,395,1328.072573
200.0,339,1329.313229
0.0,467,1331.315608
200.0,463,1333.101794
0.0,341,1334.634205
0.0,400,1336.221009
200.0,400,1337.81845
0.0,596,1340.45268
0.0,398,1342.052438
200.0,462,1343.803544
0.0,404,1345.450735
0.0,465,1347.415731
0.0,343,1348.855627
0.0,340,1350.140933
200.0,465,1352.151031
200.0,401,1353.802125
0.0,400,1355.396357
0.0,336,1356.868653
0.0,282,1357.962588
0.0,526,1360.061564
0.0,280,1361.173075
0.0,285,1362.288354
0.0,341,1363.712648
200.0,400,1365.308571
0.0,538,1367.463582
200.0,346,1368.814176
0.0,400,1370.608062
0.0,470,1372.448936
0.0,403,1374.05594
0.0,333,1375.480215
200.0,405,1377.07926
200.0,403,1378.673869
0.0,463,1380.426516
0.0,274,1381.771658
0.0,342,1383.120831
0.0,402,1384.733129
0.0,527,1386.840732
200.0,397,1388.445331
0.0,281,1389.56252
200.0,398,1391.334115
0.0,413,1392.966883
0.0,341,1394.260099
0.0,399,1395.907393
0.0,471,1397.994075
0.0,400,1399.735668
0.0,279,1400.82412
0.0,462,1402.794425
0.0,287,1403.914809
200.0,396,1405.510754
0.0,472,1407.472615
200.0,467,1409.245672
200.0,347,1410.806745
0.0,462,1412.693568
200.0,397,1414.271646
0.0,284,1415.365043
200.0,462,1417.310167
0.0,531,1419.433587
0.0,284,1420.52352
0.0,411,1422.158585
200.0,462,1424.102302
0.0,344,1425.568961
200.0,404,1427.19924
200.0,523,1429.452537
0.0,400,1431.159905
0.0,470,1432.956482
0.0,338,1434.386724
200.0,527,1436.487762
0.0,345,1437.935894
0.0,485,1439.800053
200.0,398,1441.389003
200.0,666,1444.24725
0.0,282,1445.340181
0.0,341,1446.597867
200.0,467,1448.549356
200.0,408,1450.154991
0.0,343,1451.600248
400.0,592,1453.94525
800.0,536,1456.071986
0.0,272,1457.180153
0.0,547,1459.662081
200.0,470,1461.429576
200.0,343,1462.878466
0.0,480,1464.953452
0.0,547,1467.133962
0.0,563,1469.322531
0.0,488,1471.329508
0.0,609,1473.843836
200.0,423,1475.493807
0.0,467,1477.261096
0.0,413,1479.081107
200.0,548,1481.332844
0.0,347,1482.627398
200.0,533,1484.754566
200.0,547,1487.167162
200.0,612,1489.610122
0.0,409,1491.486355
0.0,342,1492.802668
200.0,547,1495.063008
200.0,344,1496.510224
200.0,555,1498.773177
200.0,475,1500.78179
0.0,297,1501.9229
0.0,482,1503.917497
200.0,409,1505.523907
0.0,540,1507.698687
200.0,341,1509.206181
200.0,596,1511.495764
0.0,414,1513.316353
0.0,350,1514.589792
0.0,285,1515.706524
200.0,407,1517.422671
0.0,478,1519.504019
0.0,537,1521.647774
0.0,331,1523.060553
0.0,612,1525.60649
200.0,401,1527.19814
0.0,524,1529.299137
0.0,277,1530.380617
200.0,470,1532.228645
200.0,471,1534.253185
200.0,339,1535.720087
200.0,393,1537.29669
200.0,464,1539.059243
200.0,403,1540.688843
0.0,463,1542.645505
0.0,276,1543.739105
0.0,402,1545.374008
0.0,463,1547.133587
0.0,528,1549.579578
0.0,461,1551.339209
0.0,286,1552.444796
0.0,475,1554.443485
200.0,465,1556.224126
0.0,527,1558.516475
0.0,341,1559.78701
0.0,467,1561.851668
0.0,280,1563.041756
0.0,426,1564.723576
0.0,529,1566.836646
200.0,416,1568.460493
0.0,345,1569.962905
0.0,337,1571.383517
400.0,405,1572.977358
0.0,476,1574.763434
200.0,345,1576.23098
200.0,403,1577.856892
0.0,404,1579.594353
0.0,409,1581.210252
200.0,460,1583.243728
200.0,530,1585.385559
0.0,413,1587.109267
0.0,347,1588.583696
0.0,464,1590.343413
0.0,408,1591.946187
0.0,405,1593.539907
0.0,283,1594.818516
0.0,286,1595.943207
0.0,403,1597.614452
200.0,339,1598.921453
0.0,337,1600.36326
0.0,281,1601.448207
0.0,338,1602.896541
0.0,338,1604.148166
200.0,408,1605.835794
0.0,343,1607.372474
0.0,340,1608.936425
0.0,276,1610.025931
0.0,468,1611.836432
0.0,400,1613.430608
200.0,402,1615.052346
0.0,336,1616.478673
0.0,409,1618.105135
0.0,339,1619.536509
200.0,399,1621.159643
200.0,401,1622.777811
0.0,284,1623.884044
0.0,467,1625.835318
200.0,534,1627.956703
200.0,477,1629.738768
0.0,342,1631.221694
200.0,405,1632.824694
0.0,467,1634.774221
0.0,280,1635.86679
0.0,278,1636.945405
0.0,536,1639.299733
200.0,402,1640.915059
0.0,342,1642.352739
200.0,463,1644.196785
0.0,397,1645.807253
0.0,399,1647.398526
200.0,340,1648.866053
0.0,405,1650.481864
0.0,394,1652.063461
0.0,405,1653.660738
0.0,341,1655.16209
0.0,339,1656.429054
0.0,337,1657.856619
0.0,345,1659.346072
0.0,341,1660.603569
200.0,464,1662.549131
0.0,398,1664.17329
0.0,338,1665.452418
0.0,340,1666.913681
0.0,413,1668.583151
0.0,339,1670.104274
0.0,402,1671.716212
0.0,404,1673.315345
200.0,345,1674.829543
0.0,401,1676.437068
0.0,343,1677.695758
0.0,397,1679.311049
200.0,530,1681.415576
0.0,401,1683.021375
0.0,333,1684.466134
200.0,344,1685.950117
0.0,344,1687.219948
0.0,463,1689.18424
0.0,471,1691.041677
0.0,400,1692.625051
0.0,283,1693.903076
0.0,395,1695.500859
0.0,278,1696.586429
200.0,345,1697.84103
0.0,345,1699.390192
0.0,467,1701.335818
0.0,346,1702.594142
200.0,342,1704.037095
0.0,394,1705.633075
0.0,336,1706.884391
0.0,344,1708.324056
0.0,348,1709.775842
0.0,274,1710.844086
0.0,401,1712.431072
0.0,404,1714.035837
0.0,413,1715.657654
200.0,344,1717.128863
200.0,345,1718.400407
200.0,343,1719.861274
200.0,343,1721.369175
0.0,360,1722.67172
200.0,350,1724.129784
200.0,340,1725.567636
200.0,346,1726.885642
200.0,349,1728.55839
0.0,415,1730.451497
0.0,413,1732.249989
0.0,408,1734.042651
0.0,404,1735.638223
200.0,346,1737.148916
0.0,401,1738.866296
0.0,341,1740.387577
200.0,344,1741.672267
0.0,279,1742.982256
0.0,534,1745.189999
0.0,280,1746.310573
0.0,466,1748.135139
0.0,277,1749.33807
200.0,342,1750.937353
0.0,343,1752.402539
0.0,281,1753.63646
0.0,279,1754.865481
200.0,340,1756.533475
200.0,592,1759.005208
0.0,341,1760.546092
200.0,475,1762.362446
200.0,338,1763.985921
0.0,395,1768.847093
0.0,337,1771.59088
0.0,471,1773.544296
0.0,403,1775.142342
0.0,410,1776.749866
0.0,472,1778.773737
0.0,349,1780.223322
0.0,344,1781.487566
0.0,538,1783.663664
0.0,394,1785.236615
0.0,416,1787.0734
0.0,470,1788.875788
200.0,339,1790.311063
0.0,477,1792.089603
0.0,476,1794.063294
0.0,333,1795.47605
200.0,476,1797.249541
0.0,418,1799.08553
0.0,350,1800.35429
200.0,478,1802.335218
0.0,536,1804.46626
200.0,348,1805.919559
0.0,282,1807.005988
0.0,289,1808.123129
200.0,347,1809.597639
0.0,604,1811.958605
200.0,538,1814.099822
0.0,341,1815.526933
0.0,597,1818.029319
0.0,273,1819.152233
0.0,539,1821.323797
0.0,537,1823.470321
0.0,345,1824.948843
0.0,404,1826.551517
0.0,339,1827.801374
0.0,540,1830.01439
0.0,483,1832.00911
0.0,525,1834.14209
0.0,333,1835.652379
0.0,466,1837.414053
0.0,334,1838.856679
0.0,281,1839.948958
0.0,288,1841.069472
0.0,281,1842.172995
200.0,335,1843.645643
0.0,526,1845.833764
0.0,398,1847.644147
200.0,344,1849.228096
200.0,410,1850.923173
0.0,401,1852.563679
0.0,406,1854.18925
200.0,409,1855.818203
0.0,468,1857.828838
0.0,331,1859.050052
0.0,410,1860.676006
200.0,476,1862.704472
200.0,343,1864.13583
0.0,336,1865.414651
0.0,287,1866.509272
0.0,400,1868.105905
200.0,590,1870.632172
200.0,494,1872.644252
0.0,338,1873.878851
0.0,406,1875.518483
0.0,410,1877.321985
200.0,545,1879.605965
0.0,491,1881.84448
0.0,356,1883.3121
0.0,337,1884.863611
0.0,475,1886.663081
0.0,599,1889.287508
0.0,544,1891.60538
200.0,334,1893.058946
0.0,411,1894.702137
0.0,472,1896.663628
0.0,471,1898.47075
0.0,401,1900.100437
0.0,463,1902.050153
0.0,351,1903.357416
0.0,416,1905.216405
0.0,274,1906.301331
200.0,449,1908.005702
0.0,357,1909.501833
0.0,473,1911.475126
0.0,483,1913.271142
200.0,401,1914.914935
0.0,469,1916.917782
200.0,342,1918.401642
0.0,280,1919.488133
0.0,272,1920.552294
0.0,344,1921.809622
0.0,335,1923.2891
0.0,336,1924.591415
200.0,349,1926.161271
0.0,409,1927.896269
0.0,465,1930.07033
0.0,398,1931.866111
0.0,341,1933.285769
0.0,405,1935.170982
0.0,608,1937.561908
0.0,275,1938.728654
0.0,405,1940.600607
0.0,280,1941.962914
0.0,342,1943.390198
200.0,345,1944.992146
0.0,296,1946.284481
0.0,405,1948.070328
0.0,543,1950.454155
0.0,347,1952.061985
0.0,463,1954.242886
0.0,340,1955.686033
0.0,274,1956.910217
0.0,656,1959.859656
0.0,349,1961.45582
200.0,337,1963.076562
200.0,404,1964.99887
0.0,279,1966.245315
200.0,344,1967.676292
0.0,278,1968.923052
0.0,409,1970.773601
0.0,409,1972.449643
0.0,399,1974.15559
0.0,402,1976.111377
0.0,531,1979.944586
0.0,342,1984.097733
200.0,407,1985.977328
200.0,346,1987.35905
0.0,281,1988.555092
0.0,344,1990.130412
0.0,279,1991.221495
200.0,344,1992.693241
0.0,403,1994.481321
200.0,339,1996.07812
0.0,278,1997.197625
0.0,345,1998.555822
200.0,337,2000.188438
0.0,481,2002.373281
0.0,279,2003.486478
0.0,285,2004.648229
0.0,399,2006.302543
0.0,474,2008.104227
0.0,404,2010.085644
0.0,482,2011.990431
200.0,404,2013.637602
0.0,346,2015.095504
0.0,342,2016.540178
200.0,404,2018.231913
0.0,283,2019.332069
0.0,402,2020.926878
0.0,533,2023.099572
0.0,276,2024.352485
200.0,339,2026.016756
