#{"t_start": 1519520023.2295725, "env_id": "KangarooNoFrameskip-v0"}
r,l,t
400.0,535,10702.059521
400.0,604,10704.516935
400.0,405,10706.103544
400.0,541,10708.277195
400.0,536,10710.379119
400.0,462,10712.287561
200.0,349,10713.723261
400.0,469,10715.459193
400.0,461,10717.366892
400.0,480,10719.169601
200.0,336,10720.598276
400.0,465,10722.526775
400.0,604,10724.852054
600.0,731,10727.902632
400.0,596,10730.186637
400.0,473,10732.161602
400.0,404,10733.772075
400.0,397,10735.355027
400.0,593,10737.793413
400.0,465,10739.591927
400.0,472,10741.554839
600.0,542,10743.731035
200.0,338,10745.165967
400.0,524,10747.235977
400.0,527,10749.315812
600.0,664,10751.934558
400.0,400,10753.496037
600.0,465,10755.42568
600.0,465,10757.183684
600.0,480,10759.177358
400.0,398,10760.756428
400.0,470,10762.69835
400.0,605,10764.983049
400.0,471,10766.958825
400.0,401,10768.532843
400.0,596,10770.812325
400.0,588,10773.23641
600.0,546,10775.367437
400.0,608,10777.892311
600.0,533,10780.000057
600.0,532,10782.119847
400.0,476,10784.07319
400.0,671,10786.704908
400.0,404,10788.284605
400.0,534,10790.455627
600.0,475,10792.40793
200.0,415,10794.011135
400.0,408,10795.594993
400.0,469,10797.548095
400.0,600,10799.826338
400.0,400,10801.385917
400.0,673,10804.214089
200.0,471,10805.975685
400.0,474,10808.035931
400.0,466,10809.807972
400.0,677,10812.685441
600.0,610,10815.022901
400.0,553,10817.37244
400.0,470,10819.133839
400.0,459,10821.050437
400.0,457,10822.768178
200.0,351,10824.248388
400.0,481,10826.213099
400.0,471,10827.990077
600.0,545,10830.150422
400.0,401,10831.723527
400.0,396,10833.487454
0.0,336,10834.712226
600.0,598,10837.190373
400.0,479,10838.969997
600.0,539,10841.266038
200.0,602,10843.548223
600.0,553,10845.733181
400.0,534,10848.017804
600.0,663,10850.721183
400.0,601,10853.046004
400.0,567,10855.448303
400.0,470,10857.191837
200.0,397,10858.767729
800.0,598,10861.261814
600.0,733,10864.301334
600.0,471,10866.136721
600.0,737,10871.98295
400.0,393,10873.525259
800.0,606,10876.002251
600.0,662,10878.650869
400.0,469,10880.458365
600.0,605,10882.929633
400.0,593,10885.359556
600.0,538,10887.468776
200.0,401,10889.040818
200.0,339,10890.283548
400.0,471,10892.214273
800.0,602,10894.693344
400.0,396,10896.252182
600.0,661,10898.864799
400.0,460,10900.586272
400.0,534,10902.721564
400.0,467,10904.645632
400.0,474,10906.588128
600.0,472,10908.413898
200.0,544,10910.590405
400.0,472,10912.51612
400.0,540,10914.67966
600.0,591,10917.123914
600.0,473,10918.921575
400.0,474,10920.863327
200.0,398,10922.450692
200.0,398,10924.016049
200.0,335,10925.49021
200.0,340,10926.724122
200.0,339,10928.145515
200.0,343,10929.387697
600.0,592,10931.838971
400.0,463,10933.755429
600.0,403,10935.34341
800.0,540,10937.460899
200.0,398,10939.064559
800.0,731,10941.935696
600.0,615,10944.427797
800.0,605,10946.930258
400.0,465,10948.672148
400.0,472,10950.648819
200.0,597,10953.096999
400.0,471,10954.851693
400.0,474,10956.84712
800.0,532,10958.93645
600.0,527,10961.016044
400.0,468,10962.999647
800.0,537,10965.09932
200.0,467,10966.858853
400.0,464,10968.826751
200.0,421,10970.473421
600.0,484,10972.468046
800.0,607,10974.991726
400.0,533,10977.079318
400.0,591,10979.38116
600.0,470,10981.320317
400.0,462,10983.048318
200.0,410,10984.822667
400.0,465,10986.557604
600.0,463,10988.507881
800.0,613,10990.848797
200.0,407,10992.668099
200.0,338,10993.888676
400.0,476,10995.84017
800.0,596,10998.106001
600.0,547,11000.454988
600.0,527,11002.557025
600.0,658,11005.181008
600.0,595,11007.434782
400.0,544,11009.556965
600.0,667,11012.360736
600.0,532,11014.454409
600.0,604,11016.732881
400.0,618,11019.245892
400.0,733,11022.235913
200.0,346,11023.513468
400.0,415,11025.318024
200.0,398,11026.890655
400.0,403,11028.476817
400.0,524,11030.592647
600.0,463,11032.331765
400.0,467,11034.269078
400.0,480,11036.235348
200.0,530,11038.357831
600.0,474,11040.215171
600.0,603,11042.680603
800.0,483,11044.668047
400.0,463,11046.396363
400.0,525,11048.476354
400.0,530,11050.60443
800.0,610,11053.090057
400.0,463,11055.002134
400.0,463,11056.732274
400.0,619,11059.414168
1000.0,610,11061.906731
200.0,473,11063.687072
800.0,599,11066.186979
400.0,471,11068.122618
600.0,460,11069.889384
200.0,464,11071.80555
400.0,467,11073.607866
600.0,465,11075.565691
400.0,469,11077.328766
600.0,472,11079.277101
600.0,532,11081.375024
1000.0,663,11084.001259
1000.0,538,11086.108666
200.0,336,11087.50769
600.0,472,11089.472588
400.0,728,11092.344499
600.0,533,11094.454511
600.0,533,11096.556241
200.0,338,11097.974634
800.0,728,11100.990759
600.0,543,11103.125796
1000.0,600,11105.434157
1000.0,536,11107.564986
400.0,468,11109.500886
800.0,543,11111.621926
400.0,395,11113.190161
600.0,469,11115.127326
600.0,469,11116.902796
600.0,603,11119.393759
400.0,544,11121.624029
600.0,594,11124.058621
600.0,526,11126.126179
600.0,472,11128.07043
400.0,544,11130.199656
800.0,673,11132.847285
400.0,396,11134.429556
400.0,524,11136.544447
400.0,414,11138.168273
600.0,530,11140.251815
800.0,672,11142.897899
600.0,605,11145.360177
800.0,477,11147.349685
600.0,462,11149.097151
400.0,671,11152.027523
400.0,534,11154.142622
800.0,666,11156.772245
600.0,738,11159.577849
400.0,474,11161.523092
600.0,537,11163.629324
600.0,476,11165.59126
200.0,531,11167.684072
400.0,402,11169.27888
400.0,534,11171.419255
600.0,661,11174.068023
800.0,471,11176.003484
200.0,342,11177.253126
800.0,614,11179.838827
400.0,415,11181.44555
200.0,398,11183.005751
400.0,473,11184.947997
1000.0,605,11187.460055
1000.0,546,11189.620417
400.0,475,11191.597196
800.0,608,11193.904562
600.0,603,11196.358277
600.0,540,11198.466641
1000.0,539,11200.620746
400.0,398,11202.254874
600.0,484,11204.232959
400.0,471,11206.171811
600.0,539,11208.299501
600.0,592,11210.575828
800.0,608,11213.158095
600.0,477,11215.147586
600.0,468,11216.926171
1000.0,547,11219.060293
400.0,538,11221.392925
800.0,606,11223.831959
600.0,533,11225.995613
800.0,537,11228.316159
400.0,479,11230.152582
1000.0,538,11232.334213
600.0,593,11234.767962
600.0,481,11236.727185
400.0,467,11238.516618
1000.0,732,11241.529624
1000.0,608,11244.04405
600.0,611,11246.364018
600.0,468,11248.29019
400.0,528,11250.400401
1200.0,608,11252.870429
1200.0,600,11255.201686
200.0,347,11256.708498
400.0,479,11258.77599
600.0,541,11260.953903
600.0,598,11263.29034
600.0,469,11265.255118
600.0,542,11267.417864
1000.0,541,11269.636798
1000.0,668,11272.312315
200.0,347,11273.741406
200.0,333,11275.232987
400.0,528,11277.342101
600.0,544,11279.476161
400.0,478,11281.504789
800.0,593,11283.753124
800.0,543,11285.945958
400.0,479,11287.906914
200.0,337,11289.317818
800.0,594,11291.720265
400.0,531,11293.803565
1000.0,665,11296.463544
800.0,665,11299.161347
400.0,535,11301.516478
400.0,527,11303.639105
600.0,612,11306.048257
1200.0,663,11308.676476
600.0,535,11310.967558
800.0,676,11313.618713
800.0,669,11316.259826
600.0,464,11318.175304
400.0,542,11320.305393
600.0,472,11322.060975
200.0,356,11323.526561
600.0,672,11326.22897
800.0,612,11328.719073
600.0,620,11331.268482
800.0,681,11334.031881
1200.0,731,11337.030742
800.0,593,11339.280197
600.0,543,11341.395787
1000.0,673,11344.274754
1000.0,677,11346.922614
800.0,547,11349.123109
800.0,617,11351.624822
600.0,474,11353.3876
400.0,413,11355.179204
800.0,532,11357.275428
400.0,540,11359.436601
800.0,718,11362.226309
200.0,488,11364.211759
400.0,407,11365.799532
400.0,566,11368.170126
800.0,737,11370.966719
1000.0,608,11373.453606
1200.0,733,11376.442644
200.0,346,11377.744338
600.0,473,11379.724269
800.0,539,11381.838188
800.0,606,11384.35127
800.0,533,11386.560565
800.0,660,11389.294466
800.0,541,11391.428243
1200.0,670,11394.05676
600.0,530,11396.186093
1200.0,610,11398.679112
800.0,542,11400.872489
600.0,467,11402.836128
600.0,472,11404.58524
800.0,473,11406.522879
600.0,474,11408.46924
800.0,600,11410.731939
600.0,472,11412.705127
1000.0,608,11415.199528
800.0,659,11417.80173
800.0,533,11419.96645
600.0,530,11422.092146
800.0,547,11424.219406
800.0,473,11426.182482
800.0,472,11427.960732
800.0,531,11430.059583
600.0,467,11432.003801
800.0,531,11434.133004
600.0,606,11436.592932
600.0,543,11438.818984
600.0,479,11440.78014
1000.0,547,11442.909677
1000.0,536,11445.016265
400.0,537,11447.161578
200.0,334,11448.560476
800.0,470,11450.347384
600.0,600,11452.862865
1200.0,675,11455.576225
800.0,529,11457.669691
600.0,525,11459.753183
1000.0,663,11462.37663
800.0,668,11465.180323
1200.0,677,11467.903569
600.0,536,11470.045531
1200.0,605,11472.601212
1000.0,601,11474.87402
200.0,402,11476.448328
600.0,532,11478.57427
600.0,485,11480.635065
800.0,533,11482.734613
1000.0,561,11485.0944
800.0,545,11487.261056
800.0,723,11490.044899
400.0,410,11491.648783
1000.0,594,11494.107719
1000.0,547,11496.257695
800.0,553,11498.443169
1000.0,593,11500.902271
200.0,407,11502.506816
1200.0,551,11504.687716
400.0,423,11506.50677
400.0,476,11508.269308
1000.0,546,11510.708791
1000.0,603,11513.013707
600.0,534,11515.165943
600.0,540,11517.290885
600.0,672,11520.118987
1000.0,602,11522.421479
400.0,463,11524.343901
600.0,485,11526.337319
600.0,481,11528.168269
600.0,612,11530.666083
800.0,666,11533.297818
800.0,595,11535.741234
800.0,681,11538.4138
1000.0,542,11540.568658
1000.0,546,11542.696191
800.0,474,11544.696721
1000.0,533,11546.890448
600.0,615,11549.412662
1200.0,741,11552.418646
1400.0,679,11555.096701
1000.0,671,11557.760047
600.0,536,11559.869149
800.0,539,11562.069003
600.0,595,11564.518767
1200.0,668,11567.174709
400.0,408,11568.868891
800.0,601,11571.370925
1000.0,668,11574.080123
1200.0,595,11576.450039
600.0,535,11578.833436
400.0,404,11580.46449
1400.0,676,11583.194438
800.0,539,11585.34355
1000.0,539,11587.517938
600.0,728,11590.518921
600.0,534,11592.662023
600.0,532,11594.792568
600.0,607,11597.385587
400.0,522,11599.545714
1000.0,536,11601.69621
800.0,607,11604.176399
800.0,668,11606.821754
800.0,530,11608.912704
400.0,398,11610.510288
800.0,543,11612.641311
1200.0,605,11615.105924
600.0,471,11616.866784
800.0,533,11618.981771
1000.0,545,11621.330151
400.0,533,11623.438925
800.0,615,11625.810462
800.0,539,11628.130125
600.0,526,11630.264714
1200.0,609,11632.569985
1000.0,539,11634.709084
1200.0,608,11637.178458
1000.0,537,11639.297708
800.0,538,11641.492421
1200.0,609,11644.042848
800.0,470,11645.978892
800.0,620,11648.33455
1200.0,543,11650.695657
1000.0,602,11652.976638
800.0,530,11655.081065
600.0,540,11657.440207
1200.0,546,11659.682759
1000.0,546,11661.884908
800.0,475,11663.838225
800.0,600,11666.15136
400.0,402,11667.74719
1000.0,535,11669.860157
800.0,606,11672.352893
800.0,478,11674.314523
800.0,534,11676.444867
1200.0,552,11678.598821
600.0,464,11680.519026
1000.0,533,11682.672533
1000.0,665,11685.341967
1000.0,669,11687.968023
800.0,595,11690.443034
1200.0,540,11692.563654
600.0,409,11694.157335
800.0,602,11696.622575
600.0,462,11698.349593
1000.0,611,11700.845172
1200.0,603,11703.121836
600.0,526,11705.395126
1200.0,674,11708.040086
1000.0,552,11710.178629
1200.0,541,11712.288121
800.0,526,11714.371312
1000.0,542,11716.514778
1000.0,535,11718.634536
600.0,404,11720.548454
1000.0,613,11722.889108
1200.0,606,11725.366801
1000.0,537,11727.480647
1400.0,667,11730.204015
1000.0,676,11732.982766
1000.0,548,11735.440728
1000.0,548,11737.61795
1000.0,539,11739.776044
1200.0,613,11742.302256
1000.0,544,11744.458075
1200.0,672,11747.109553
1200.0,616,11749.646482
800.0,537,11751.808867
1200.0,669,11754.474281
1200.0,610,11756.971258
1200.0,544,11759.183229
600.0,542,11761.330038
400.0,476,11763.282976
800.0,534,11765.389116
600.0,406,11767.019006
1400.0,680,11769.675373
1000.0,540,11771.962241
1200.0,667,11774.599239
1000.0,545,11776.742067
600.0,592,11779.124727
1200.0,675,11782.00498
800.0,546,11784.158136
1000.0,671,11786.859921
1000.0,597,11789.306008
1400.0,674,11791.958319
1200.0,546,11794.103447
1000.0,540,11796.224831
400.0,407,11797.815954
1000.0,543,11800.120283
800.0,526,11802.257885
1200.0,670,11804.957683
400.0,527,11807.073025
800.0,596,11809.456527
1000.0,539,11811.847627
1000.0,543,11814.007566
1000.0,671,11816.747691
1000.0,537,11818.938913
1200.0,608,11821.460564
800.0,601,11823.764717
1000.0,590,11826.216099
800.0,534,11828.349903
1200.0,545,11830.46655
1400.0,611,11832.947069
1200.0,541,11835.066573
1000.0,537,11837.173528
1400.0,737,11840.250901
1000.0,541,11842.365908
800.0,548,11844.495085
1200.0,608,11846.967762
1000.0,535,11849.109847
1800.0,680,11851.839272
1000.0,604,11854.362487
1000.0,545,11856.562172
1200.0,544,11858.758543
1600.0,673,11861.627086
1200.0,541,11863.807326
1000.0,536,11865.918313
1400.0,673,11868.590149
1000.0,604,11871.214705
1000.0,546,11873.370226
600.0,593,11875.661167
1400.0,615,11878.145456
1000.0,543,11880.307419
1400.0,616,11882.836115
1200.0,548,11884.969785
1600.0,748,11888.008137
1400.0,676,11890.652355
600.0,470,11892.608132
800.0,602,11895.109921
800.0,543,11897.253317
1000.0,545,11899.393438
1000.0,547,11901.590188
1000.0,549,11903.762569
800.0,546,11906.085581
600.0,407,11907.675227
1000.0,604,11909.953831
600.0,457,11911.875179
1400.0,746,11914.928509
1000.0,531,11917.020977
800.0,470,11918.770984
1800.0,682,11921.613507
1000.0,548,11923.765967
1000.0,538,11925.868507
400.0,480,11927.898102
1200.0,548,11930.115394
800.0,472,11932.045733
600.0,412,11933.646379
1200.0,613,11936.016186
600.0,667,11938.839459
800.0,534,11940.928496
400.0,414,11942.528922
400.0,408,11944.139331
800.0,541,11946.260598
1000.0,538,11948.370701
600.0,464,11950.301745
800.0,476,11952.283027
1200.0,673,11954.944139
1000.0,672,11957.617595
1000.0,592,11959.941886
1400.0,671,11962.768147
800.0,542,11964.88545
1000.0,600,11967.154748
1000.0,545,11969.463111
800.0,476,11971.220086
1200.0,545,11973.346241
1200.0,607,11975.824973
1400.0,677,11978.499958
1200.0,543,11980.832838
1000.0,544,11982.964609
1000.0,532,11985.078887
800.0,530,11987.238064
1200.0,548,11989.458039
1000.0,533,11991.562103
800.0,529,11993.658075
1000.0,547,11996.047765
1200.0,610,11998.339199
800.0,540,12000.48948
1200.0,612,12003.00499
1200.0,657,12005.702047
1200.0,605,12008.169096
1000.0,543,12010.291684
1000.0,675,12012.940532
600.0,529,12015.027683
1200.0,609,12017.539495
1200.0,548,12019.805346
1000.0,599,12022.421628
800.0,477,12024.265053
1200.0,607,12026.89109
800.0,474,12028.927633
600.0,498,12031.047525
1200.0,556,12033.222491
1000.0,669,12035.889774
1200.0,546,12038.022564
800.0,553,12040.397443
800.0,537,12042.506113
1000.0,537,12044.614367
600.0,469,12046.394057
1400.0,618,12048.962313
1000.0,538,12051.102705
1200.0,669,12053.735112
1000.0,547,12056.05225
1200.0,685,12058.735777
1200.0,547,12060.869076
1800.0,684,12063.526666
800.0,474,12065.473279
1200.0,610,12067.950287
1000.0,606,12070.256525
1800.0,683,12073.141106
1200.0,607,12075.444351
800.0,533,12077.736262
1000.0,602,12080.104506
800.0,607,12082.577135
1200.0,556,12084.756256
1600.0,685,12087.432781
1400.0,608,12089.900023
1600.0,671,12092.64967
1200.0,609,12095.18491
1800.0,683,12097.861362
800.0,477,12099.807234
1200.0,547,12101.944357
1200.0,546,12104.079207
1400.0,683,12106.961998
1000.0,609,12109.309166
1200.0,663,12112.004953
1400.0,679,12114.86581
1200.0,607,12117.145169
600.0,530,12119.233923
1200.0,541,12121.582326
1000.0,670,12124.228472
1200.0,613,12126.569545
1200.0,544,12128.881466
1400.0,615,12131.186933
1000.0,541,12133.502182
400.0,401,12135.077658
800.0,529,12137.167425
1600.0,680,12139.855148
1000.0,536,12141.957921
1600.0,679,12144.613359
800.0,541,12146.922002
1600.0,682,12149.588824
1400.0,680,12152.235377
800.0,548,12154.395237
1400.0,678,12157.090698
1400.0,612,12159.592036
1000.0,547,12161.730422
1200.0,548,12164.180674
1200.0,682,12166.888094
1000.0,554,12169.054833
1600.0,678,12171.715085
800.0,542,12174.007094
1000.0,620,12176.322782
1600.0,672,12179.14641
1000.0,540,12181.25683
1200.0,739,12184.066891
1600.0,679,12186.902502
1200.0,603,12189.187981
1000.0,617,12191.676387
1000.0,542,12193.790289
600.0,466,12195.7058
800.0,473,12197.463044
800.0,543,12199.870204
1200.0,609,12202.217687
1400.0,676,12205.101422
1600.0,678,12207.771033
1200.0,548,12209.923676
600.0,409,12211.516431
1000.0,553,12213.673626
1000.0,608,12216.180025
1000.0,540,12218.353029
800.0,539,12220.539686
800.0,473,12222.619013
1800.0,682,12225.339588
1000.0,543,12227.53117
1000.0,547,12230.009963
1200.0,542,12232.172257
1000.0,671,12234.817601
1800.0,681,12237.484415
1200.0,670,12240.147055
1200.0,547,12242.453606
1000.0,548,12244.588429
1600.0,673,12247.222063
1200.0,610,12249.749084
1000.0,611,12252.036639
1400.0,679,12254.873133
400.0,397,12256.426807
800.0,541,12258.594509
1400.0,671,12261.295422
1000.0,550,12263.446496
1600.0,680,12266.284164
1400.0,607,12268.566643
800.0,664,12271.189874
1200.0,607,12273.670876
1200.0,545,12275.803955
1400.0,681,12278.646127
1400.0,741,12281.46442
1200.0,611,12283.941801
1400.0,674,12286.634746
600.0,408,12288.230033
1200.0,542,12290.412823
1400.0,613,12292.93659
1200.0,555,12295.122107
1000.0,548,12297.470011
200.0,537,12299.578138
1000.0,609,12302.055501
600.0,478,12303.82288
1000.0,550,12305.984432
800.0,475,12307.936333
1200.0,541,12310.168602
1200.0,679,12312.822624
1400.0,678,12315.748945
1600.0,677,12318.411374
1600.0,683,12321.118912
1400.0,612,12323.592251
600.0,416,12325.208432
1200.0,544,12327.339522
800.0,545,12329.464931
1600.0,679,12332.332733
1000.0,614,12334.643497
1200.0,685,12337.535614
1200.0,614,12339.829941
1600.0,684,12342.70124
1200.0,607,12345.010186
1400.0,683,12347.855895
1200.0,545,12350.004161
1200.0,611,12352.490478
1000.0,557,12354.71878
1400.0,614,12357.235818
1000.0,600,12359.505386
1200.0,547,12361.648146
1200.0,547,12363.962241
1400.0,617,12366.256409
1200.0,543,12368.559578
800.0,598,12370.814115
1200.0,674,12373.538289
1800.0,679,12376.500932
1400.0,673,12379.194828
1400.0,670,12381.86516
1200.0,669,12384.493122
1000.0,547,12386.643561
1200.0,598,12389.086876
1200.0,546,12391.217693
1200.0,544,12393.345729
800.0,474,12395.28756
1200.0,600,12397.741872
600.0,472,12399.492365
1200.0,610,12401.979827
1000.0,613,12404.488099
1000.0,611,12406.770681
1200.0,541,12409.19587
1200.0,544,12411.388134
1400.0,605,12413.690276
400.0,472,12415.646322
1200.0,549,12417.795715
1200.0,608,12420.305922
1200.0,675,12422.971068
1600.0,683,12425.808269
1800.0,684,12428.665873
1200.0,552,12430.812891
1600.0,680,12433.485926
1000.0,549,12435.844339
1000.0,545,12438.011154
1400.0,671,12440.695242
1000.0,548,12442.819646
1000.0,615,12445.327183
600.0,421,12446.946745
600.0,606,12449.415178
1400.0,685,12452.098557
1200.0,542,12454.210823
1000.0,536,12456.315735
1200.0,610,12458.804802
800.0,473,12460.74723
800.0,479,12462.51578
1200.0,611,12465.010577
1600.0,683,12467.822771
1000.0,535,12469.981296
1200.0,618,12472.475847
1200.0,543,12474.594922
1800.0,681,12477.450141
1200.0,542,12479.644908
1400.0,678,12482.294199
1400.0,681,12484.974344
1600.0,680,12487.856508
800.0,474,12489.615686
1000.0,611,12492.235226
1200.0,548,12494.411727
1200.0,686,12497.087898
1000.0,536,12499.39682
1200.0,548,12501.535136
1000.0,547,12503.678861
1200.0,541,12505.794005
1400.0,671,12508.489014
1200.0,548,12510.897195
1800.0,679,12513.553733
1200.0,605,12515.838862
1200.0,545,12518.159878
800.0,543,12520.275557
800.0,547,12522.494131
1400.0,681,12525.178109
1200.0,551,12527.524787
1600.0,681,12530.360373
1200.0,544,12532.655814
1200.0,543,12534.827657
1200.0,541,12536.969836
1800.0,682,12539.899675
1400.0,604,12542.178872
1200.0,544,12544.30766
1800.0,680,12547.151364
1400.0,610,12549.438895
1200.0,544,12551.881341
1600.0,680,12554.553015
600.0,413,12556.191307
1600.0,681,12559.145383
1600.0,674,12562.123709
1200.0,679,12565.110037
1600.0,684,12567.959348
1600.0,675,12570.682065
1000.0,547,12572.862164
1200.0,610,12575.383493
1600.0,683,12578.072104
1400.0,677,12580.912606
1800.0,680,12583.56912
1600.0,683,12586.224833
1200.0,547,12588.39711
600.0,405,12590.047013
1200.0,546,12592.395719
200.0,341,12593.626379
800.0,547,12595.804593
1200.0,547,12598.152053
1200.0,548,12600.361549
1400.0,676,12603.014296
1000.0,545,12605.17063
1800.0,683,12608.03056
1200.0,682,12610.702281
1400.0,681,12613.394893
1200.0,601,12615.876295
1200.0,545,12618.015391
1800.0,680,12620.795907
600.0,477,12622.780346
1400.0,610,12625.28789
1200.0,543,12627.46429
1600.0,683,12630.160568
1000.0,610,12632.664875
600.0,409,12634.249516
1600.0,682,12636.925519
1000.0,534,12639.050124
400.0,473,12641.09785
1000.0,542,12643.204978
1400.0,609,12645.692874
1000.0,534,12647.783742
1800.0,681,12650.517576
1000.0,540,12652.682142
600.0,411,12654.293451
1200.0,541,12656.585272
1200.0,611,12658.910657
1200.0,604,12661.418171
1800.0,679,12664.097055
1800.0,680,12666.767887
1200.0,543,12669.084814
1600.0,745,12671.953349
1000.0,541,12674.252202
1600.0,681,12676.928111
1400.0,678,12679.610234
1600.0,684,12682.293611
1000.0,539,12684.40029
1000.0,543,12686.701844
1200.0,607,12688.991721
1000.0,544,12691.124201
1200.0,609,12693.597526
600.0,475,12695.539412
1200.0,610,12698.006605
1000.0,533,12700.10559
1200.0,545,12702.231447
1600.0,681,12704.944498
1200.0,605,12707.406282
800.0,606,12709.7211
1600.0,683,12712.594657
1600.0,671,12715.231461
1200.0,609,12717.710682
1000.0,533,12719.804883
600.0,409,12721.393068
1000.0,549,12723.52161
1000.0,542,12725.668746
1200.0,562,12728.015899
400.0,405,12729.610643
600.0,407,12731.197326
1000.0,544,12733.326116
1400.0,683,12736.03708
1400.0,613,12738.574808
2000.0,801,12741.770615
1000.0,539,12743.97354
1400.0,612,12746.493512
1800.0,680,12749.182499
2000.0,811,12752.595176
1000.0,539,12754.705321
1600.0,681,12757.378143
1600.0,684,12760.057458
1000.0,611,12762.543144
600.0,471,12764.484633
1200.0,682,12767.139979
1200.0,609,12769.449575
1600.0,672,12772.3033
1200.0,548,12774.520062
1600.0,678,12777.17437
1000.0,544,12779.388817
800.0,550,12781.903883
1200.0,601,12784.335672
1000.0,676,12787.111566
1600.0,733,12790.23005
1600.0,685,12792.99197
600.0,407,12794.642999
1000.0,544,12797.004756
1400.0,685,12799.805669
800.0,482,12801.791782
1600.0,682,12804.505942
1000.0,544,12806.618858
1200.0,676,12809.275616
400.0,409,12810.880897
1000.0,535,12813.233272
1600.0,680,12815.883664
1400.0,683,12818.605041
600.0,412,12820.208296
1000.0,544,12822.330625
1400.0,681,12825.228902
1400.0,682,12827.888198
1200.0,547,12830.093154
600.0,411,12831.72351
800.0,546,12834.033971
1800.0,682,12836.739113
1800.0,678,12839.484838
1200.0,610,12841.966576
1600.0,685,12844.691133
800.0,540,12846.797681
1000.0,543,12848.923168
1800.0,748,12852.021568
600.0,480,12854.035922
1200.0,543,12856.170349
1000.0,545,12858.326846
800.0,538,12860.500514
1200.0,547,12862.846089
1000.0,536,12864.948361
1000.0,610,12867.241406
1000.0,604,12869.708166
1000.0,545,12871.827947
800.0,478,12873.772407
1000.0,546,12875.909263
800.0,551,12878.081246
1600.0,683,12880.928978
1200.0,543,12883.103878
600.0,409,12884.710106
1200.0,545,12886.843994
1200.0,542,12888.98912
1600.0,745,12892.081258
1400.0,673,12894.803946
800.0,542,12896.98528
1600.0,738,12900.165674
600.0,466,12902.097623
1600.0,677,12904.794645
600.0,407,12906.394996
800.0,545,12908.538022
1200.0,541,12910.701666
1400.0,611,12913.207
1600.0,682,12915.895535
600.0,412,12917.691055
1800.0,683,12920.417102
1800.0,682,12923.069602
800.0,470,12925.015114
600.0,409,12926.600097
1200.0,545,12928.77153
1000.0,543,12930.889652
1000.0,549,12933.081626
600.0,410,12934.874789
1600.0,681,12937.533167
1000.0,544,12939.674247
1200.0,673,12942.329391
1200.0,544,12944.499562
1800.0,744,12947.517672
1200.0,548,12949.684047
800.0,547,12952.026054
1200.0,543,12954.222777
1400.0,680,12956.896014
1000.0,600,12959.352838
1800.0,678,12962.00383
1200.0,542,12964.118015
1200.0,546,12966.239728
400.0,396,12967.816915
1800.0,682,12970.66313
600.0,474,12972.416995
800.0,536,12974.52515
600.0,409,12976.120312
1200.0,552,12978.451804
1200.0,598,12980.779879
1200.0,610,12983.288923
600.0,406,12984.89081
800.0,469,12986.824317
400.0,462,12988.565466
1600.0,680,12991.432138
1800.0,679,12994.095888
1200.0,605,12996.456346
1400.0,674,12999.310679
1400.0,608,13001.928415
800.0,489,13004.235905
1000.0,546,13006.767833
600.0,471,13009.154883
1400.0,666,13012.174963
1200.0,547,13014.509817
1000.0,611,13017.194467
1400.0,673,13020.063545
400.0,407,13021.768857
1400.0,730,13024.907225
1400.0,684,13027.693644
2000.0,746,13030.831721
400.0,416,13032.495622
1000.0,547,13034.719489
1800.0,678,13037.623997
800.0,474,13039.481304
800.0,548,13041.658892
1400.0,614,13044.155421
1600.0,736,13047.148308
1800.0,684,13049.824802
800.0,546,13051.948725
1800.0,682,13054.856027
1600.0,674,13057.550643
800.0,475,13059.318759
1000.0,543,13061.658165
1000.0,600,13063.952077
1200.0,547,13066.082685
1600.0,684,13068.948598
1200.0,617,13071.455229
1800.0,682,13074.114415
1200.0,548,13076.249458
1000.0,544,13078.382356
600.0,469,13080.338494
1200.0,552,13082.475325
1400.0,616,13084.984582
1400.0,607,13087.263375
1600.0,679,13090.196375
1200.0,542,13092.304116
1800.0,679,13095.00146
1800.0,744,13098.043256
1400.0,749,13101.157156
1200.0,556,13103.299516
1000.0,532,13105.403455
1400.0,612,13107.927387
1400.0,620,13110.450687
1400.0,611,13112.752777
1000.0,548,13114.886162
1200.0,545,13117.215326
800.0,473,13119.072354
1400.0,610,13121.546374
1600.0,679,13124.200767
1400.0,609,13126.685204
1400.0,612,13129.206092
1400.0,610,13131.514205
1800.0,678,13134.348993
1600.0,678,13136.995912
1800.0,681,13139.666348
1200.0,543,13141.791463
1600.0,681,13144.798599
600.0,475,13146.571694
1000.0,545,13148.707726
800.0,476,13150.663125
800.0,471,13152.60175
1200.0,542,13154.728193
800.0,479,13156.526673
1000.0,544,13158.849986
1600.0,671,13161.507962
1600.0,741,13164.502858
1000.0,543,13166.652099
1600.0,684,13169.311985
800.0,538,13171.41707
1600.0,741,13174.536997
1000.0,543,13176.674187
1200.0,614,13179.157701
800.0,479,13181.093978
600.0,410,13182.69037
1200.0,544,13184.869707
1200.0,543,13187.012563
1200.0,612,13189.508682
1400.0,606,13191.80777
1800.0,679,13194.684106
1800.0,679,13197.401153
800.0,481,13199.402363
1400.0,675,13202.071291
1400.0,608,13204.361628
1400.0,611,13206.832686
1400.0,683,13209.511225
1200.0,547,13211.825688
1000.0,543,13213.994212
800.0,478,13215.944186
1800.0,681,13218.669759
1000.0,614,13221.230045
1600.0,680,13223.879864
1200.0,546,13226.084326
