#{"t_start": 1519520023.2295725, "env_id": "KangarooNoFrameskip-v0"}
r,l,t
0.0,335,3954.105364
0.0,340,3955.564509
0.0,402,3957.461152
0.0,462,3959.477008
0.0,400,3961.096035
200.0,348,3962.371711
0.0,343,3963.840982
0.0,404,3965.577374
200.0,343,3967.096028
200.0,346,3968.51954
0.0,342,3970.265081
200.0,475,3972.636601
0.0,403,3974.518296
0.0,408,3976.280275
0.0,420,3977.979718
0.0,411,3979.866902
0.0,342,3981.384416
0.0,470,3983.255724
200.0,404,3984.907775
0.0,534,3987.374036
0.0,339,3988.714824
0.0,276,3989.826821
200.0,395,3991.446999
200.0,406,3993.234138
200.0,350,3994.748295
0.0,464,3996.797433
0.0,595,3999.192676
0.0,339,4000.65744
0.0,278,4001.777102
0.0,347,4003.268703
0.0,346,4004.607293
0.0,405,4006.26063
200.0,337,4007.734038
200.0,354,4009.291659
0.0,383,4010.757955
0.0,350,4012.294447
200.0,353,4013.817668
0.0,282,4014.941294
200.0,410,4016.659558
0.0,478,4018.737441
200.0,409,4020.504433
0.0,536,4022.743585
200.0,345,4024.305507
200.0,351,4025.706093
0.0,342,4027.226255
0.0,595,4029.814823
0.0,465,4031.634311
200.0,353,4033.115854
0.0,604,4035.697463
200.0,471,4037.604784
0.0,674,4040.5133
0.0,403,4042.174105
0.0,553,4044.610316
0.0,553,4046.87104
0.0,411,4048.594336
0.0,404,4050.477309
200.0,408,4052.285683
0.0,408,4054.068434
0.0,485,4056.118915
200.0,409,4057.759912
0.0,544,4059.936532
0.0,473,4061.938567
0.0,281,4063.119611
0.0,471,4065.153624
0.0,479,4067.301263
0.0,283,4068.448631
0.0,421,4070.280998
0.0,416,4071.998494
0.0,285,4073.181107
200.0,344,4074.756639
0.0,400,4076.503159
0.0,277,4077.709142
0.0,414,4079.561399
0.0,472,4081.808468
200.0,391,4083.636876
0.0,288,4085.022913
0.0,594,4088.071203
0.0,585,4090.594929
0.0,479,4092.816653
0.0,473,4094.793482
0.0,349,4096.300251
0.0,415,4098.048562
0.0,424,4100.071722
400.0,504,4102.04544
0.0,463,4104.087456
0.0,537,4106.319051
0.0,479,4108.460857
200.0,409,4110.136485
0.0,790,4113.373551
0.0,695,4116.19304
0.0,480,4118.403629
200.0,437,4120.112543
0.0,553,4122.521389
0.0,398,4124.188598
0.0,335,4125.428776
0.0,471,4127.427043
0.0,531,4129.685175
0.0,360,4131.266976
0.0,463,4133.116046
0.0,466,4135.175466
0.0,344,4136.483496
0.0,403,4138.34516
200.0,347,4139.641157
200.0,465,4141.639522
200.0,419,4143.318232
0.0,494,4145.398606
0.0,411,4147.129568
0.0,280,4148.247682
0.0,278,4149.347048
0.0,401,4150.966803
0.0,413,4152.730964
0.0,284,4154.088294
0.0,471,4155.940409
0.0,348,4157.465894
0.0,477,4159.34342
0.0,532,4161.726789
0.0,417,4163.447775
0.0,537,4165.655261
0.0,405,4167.310662
0.0,346,4168.848477
0.0,401,4170.492588
0.0,404,4172.167371
0.0,469,4174.003847
0.0,525,4176.156573
0.0,341,4177.613269
200.0,347,4179.091735
0.0,399,4180.705783
0.0,403,4182.339474
0.0,532,4184.4962
0.0,469,4186.516595
0.0,340,4187.822355
0.0,276,4188.946645
0.0,342,4190.442585
200.0,464,4192.315515
0.0,410,4194.236808
0.0,342,4195.539689
0.0,334,4197.019392
0.0,343,4198.338479
0.0,283,4199.510625
0.0,278,4200.842388
0.0,405,4202.523645
0.0,404,4204.194567
0.0,356,4205.568451
0.0,419,4207.455604
0.0,523,4209.641097
200.0,346,4210.946384
0.0,468,4213.032717
0.0,333,4214.535161
0.0,341,4215.916414
0.0,529,4218.217232
0.0,477,4220.390413
0.0,414,4222.092606
0.0,283,4223.240482
0.0,397,4224.917106
0.0,406,4226.55854
0.0,354,4228.070683
0.0,409,4229.737266
0.0,661,4232.5034
200.0,335,4233.99352
200.0,406,4235.606417
200.0,343,4237.075821
0.0,403,4238.720461
0.0,353,4240.032354
0.0,336,4241.496114
0.0,276,4242.632919
0.0,397,4244.280619
0.0,539,4246.442164
0.0,469,4248.436395
200.0,595,4250.875914
200.0,397,4252.554114
0.0,339,4254.037801
0.0,467,4256.082425
0.0,472,4257.894041
200.0,395,4259.508773
0.0,400,4261.188247
0.0,338,4262.663457
200.0,400,4264.30538
0.0,398,4265.930311
0.0,342,4267.428783
200.0,398,4269.065469
0.0,530,4271.214659
0.0,341,4272.500941
200.0,341,4273.955722
0.0,336,4275.289824
0.0,588,4277.846304
0.0,336,4279.355853
200.0,409,4281.200491
0.0,471,4283.103983
0.0,339,4284.679748
0.0,345,4286.299608
200.0,395,4288.001604
0.0,339,4289.347882
0.0,465,4291.441343
0.0,402,4293.224074
0.0,344,4294.562138
0.0,341,4296.080683
0.0,404,4297.76028
0.0,462,4299.792833
200.0,346,4301.103137
0.0,404,4302.801185
200.0,340,4304.294583
200.0,400,4305.935926
200.0,398,4307.611156
0.0,465,4309.706591
0.0,465,4311.531816
0.0,340,4313.008241
0.0,526,4315.167818
0.0,395,4316.828492
0.0,468,4318.680802
0.0,343,4320.180807
0.0,345,4321.714953
200.0,348,4323.030066
0.0,279,4324.156951
0.0,466,4326.223479
0.0,469,4328.293857
200.0,340,4329.579644
200.0,346,4331.111192
200.0,343,4332.614592
0.0,339,4333.95868
0.0,396,4335.626868
0.0,277,4336.735898
0.0,282,4337.847533
200.0,340,4339.4152
0.0,361,4340.979225
0.0,589,4343.323417
0.0,341,4344.792686
0.0,341,4346.111366
0.0,338,4347.647487
0.0,463,4349.639821
0.0,395,4351.304725
0.0,403,4352.922907
0.0,400,4354.591285
0.0,406,4356.330676
0.0,535,4358.631998
0.0,347,4360.265654
200.0,335,4361.603607
0.0,418,4363.471102
0.0,342,4365.19318
200.0,336,4366.891642
0.0,346,4368.334821
200.0,343,4370.099941
200.0,398,4371.988973
0.0,397,4373.859422
0.0,344,4375.532069
0.0,338,4376.940867
0.0,279,4378.186739
0.0,405,4379.968176
0.0,343,4381.543198
0.0,350,4383.079451
0.0,342,4384.425994
0.0,337,4385.966004
200.0,343,4387.35646
0.0,340,4388.961453
200.0,343,4390.54245
0.0,285,4391.736134
0.0,342,4393.130919
0.0,397,4394.735889
0.0,341,4396.213537
200.0,589,4398.834319
0.0,402,4400.63751
0.0,400,4402.347354
0.0,403,4404.091822
0.0,463,4406.153709
200.0,340,4407.823924
0.0,282,4409.153146
0.0,413,4410.898723
0.0,338,4412.346235
0.0,341,4413.610675
0.0,338,4415.070601
0.0,527,4417.27299
200.0,402,4418.984079
0.0,397,4420.691339
200.0,341,4422.357115
200.0,344,4423.713293
200.0,341,4425.197639
0.0,399,4426.937501
0.0,409,4428.760022
200.0,402,4430.609752
200.0,404,4432.409034
0.0,403,4434.234252
0.0,333,4435.795562
200.0,338,4437.372609
0.0,410,4439.168759
0.0,465,4441.124815
200.0,471,4443.304316
200.0,344,4444.895531
200.0,407,4446.635647
0.0,341,4448.06154
0.0,285,4449.306401
0.0,465,4451.479034
0.0,403,4453.265943
0.0,280,4454.499037
200.0,398,4456.256032
0.0,340,4457.82465
0.0,344,4459.247772
0.0,405,4461.183921
0.0,338,4462.524242
200.0,335,4464.05589
200.0,336,4465.397391
0.0,340,4466.943488
200.0,344,4468.593114
200.0,459,4470.796076
200.0,336,4472.437704
200.0,408,4474.117067
0.0,338,4475.501669
0.0,340,4477.12102
200.0,338,4478.654093
200.0,345,4480.395434
0.0,396,4482.321265
0.0,279,4483.673277
0.0,408,4485.599574
0.0,337,4487.318806
0.0,402,4489.342506
0.0,346,4491.093464
0.0,339,4492.544691
0.0,464,4494.871872
0.0,283,4496.157136
0.0,335,4497.864374
0.0,279,4499.150688
0.0,404,4501.00486
0.0,338,4502.391812
0.0,340,4503.966625
200.0,406,4505.734299
0.0,397,4507.549636
0.0,280,4508.78262
0.0,529,4511.07881
0.0,407,4512.857954
0.0,464,4514.938721
0.0,281,4516.165185
0.0,282,4517.347582
200.0,342,4518.920388
200.0,403,4520.699152
200.0,337,4522.025137
0.0,342,4523.58835
0.0,400,4525.326402
200.0,462,4527.401027
200.0,340,4528.779031
0.0,278,4529.948658
0.0,343,4531.502474
0.0,411,4533.257003
200.0,479,4535.438312
0.0,281,4536.616251
0.0,276,4537.774417
0.0,533,4540.113934
200.0,345,4541.709884
0.0,337,4543.033793
200.0,341,4544.570541
0.0,398,4546.324765
0.0,400,4548.047529
0.0,346,4549.731665
0.0,280,4550.972452
0.0,279,4552.343814
0.0,341,4553.953144
200.0,335,4555.352071
0.0,397,4557.006115
0.0,282,4558.199685
200.0,414,4559.922353
0.0,275,4561.226568
200.0,338,4562.51205
0.0,340,4563.985616
0.0,274,4565.096091
0.0,277,4566.20639
0.0,476,4568.245611
0.0,281,4569.371538
0.0,404,4570.999391
200.0,349,4572.288721
0.0,338,4573.747972
0.0,344,4575.253166
0.0,458,4577.038755
200.0,409,4578.684879
0.0,354,4580.306952
200.0,344,4581.785032
0.0,346,4583.096737
200.0,410,4584.762506
200.0,350,4586.283794
0.0,349,4587.805986
0.0,349,4589.125259
0.0,474,4591.191089
200.0,348,4592.763264
0.0,342,4594.139272
200.0,410,4596.009563
0.0,343,4597.577743
0.0,471,4599.783128
0.0,402,4601.459756
0.0,279,4602.636046
200.0,408,4604.296005
0.0,340,4605.781444
0.0,280,4606.929874
0.0,535,4609.193164
0.0,340,4610.516552
200.0,408,4612.34265
200.0,400,4613.966473
0.0,340,4615.256712
0.0,411,4616.919941
0.0,479,4619.016987
0.0,417,4620.759426
200.0,335,4622.212435
0.0,486,4624.25438
0.0,412,4625.982546
0.0,399,4627.685394
200.0,426,4629.438122
0.0,279,4630.538523
0.0,529,4632.688173
0.0,296,4633.829223
200.0,337,4635.277444
0.0,473,4637.266438
200.0,349,4638.5509
0.0,367,4640.145954
0.0,278,4641.247154
0.0,600,4643.758441
0.0,277,4644.856981
0.0,342,4646.328699
0.0,279,4647.432699
0.0,347,4648.724005
0.0,274,4649.833309
200.0,415,4651.716117
0.0,337,4652.974905
0.0,282,4654.09442
200.0,333,4655.57707
0.0,278,4656.756355
0.0,277,4657.851901
0.0,542,4660.01947
0.0,350,4661.516691
0.0,404,4663.185085
200.0,353,4664.685195
0.0,338,4665.950018
200.0,466,4667.929275
200.0,342,4669.235689
0.0,463,4671.22431
0.0,545,4673.462759
200.0,405,4675.101489
0.0,409,4676.80856
200.0,414,4678.675479
200.0,476,4680.503631
0.0,345,4681.992793
0.0,459,4683.821038
0.0,398,4685.435664
200.0,401,4687.28809
0.0,283,4688.402029
200.0,345,4689.702226
0.0,338,4691.198341
0.0,537,4693.403794
0.0,278,4694.498315
200.0,336,4695.958546
0.0,286,4697.078707
0.0,526,4699.25847
0.0,339,4700.532366
200.0,400,4702.355127
0.0,342,4703.616469
0.0,338,4705.057395
0.0,338,4706.338809
0.0,463,4708.303052
0.0,351,4709.796609
0.0,333,4711.04439
0.0,465,4713.074311
0.0,343,4714.346238
0.0,394,4715.967251
200.0,403,4717.59047
200.0,396,4719.188683
200.0,400,4720.802979
0.0,410,4722.620518
0.0,337,4723.873949
200.0,412,4725.533772
0.0,343,4727.011169
200.0,461,4729.093436
0.0,279,4730.249151
0.0,392,4731.869161
200.0,401,4733.497184
0.0,281,4734.64581
200.0,338,4735.929804
0.0,407,4737.797353
0.0,338,4739.048506
0.0,402,4740.694809
0.0,278,4741.814175
0.0,464,4743.835914
200.0,395,4745.504
0.0,281,4746.640239
0.0,278,4747.760556
200.0,403,4749.369821
0.0,340,4750.85305
200.0,345,4752.165074
0.0,466,4754.145542
200.0,340,4755.606463
200.0,335,4756.874432
200.0,338,4758.343373
200.0,339,4759.68372
0.0,397,4761.346846
0.0,339,4762.808112
200.0,343,4764.306465
0.0,335,4765.585585
0.0,349,4767.13021
0.0,408,4768.75744
0.0,284,4769.859025
0.0,341,4771.313757
0.0,342,4772.584507
0.0,400,4774.197511
0.0,341,4775.689288
0.0,277,4776.834596
0.0,277,4777.938101
200.0,403,4779.579912
0.0,399,4781.178953
0.0,339,4782.631237
200.0,350,4784.13055
0.0,338,4785.399468
0.0,465,4787.395126
0.0,276,4788.479191
0.0,342,4789.791419
200.0,475,4791.812315
0.0,342,4793.299881
0.0,400,4794.954246
200.0,466,4796.773133
0.0,463,4798.817098
0.0,525,4801.020108
0.0,401,4802.678298
0.0,408,4804.341783
0.0,464,4806.358658
200.0,343,4807.686854
200.0,472,4809.707834
0.0,470,4811.557921
0.0,278,4812.85828
0.0,343,4814.152236
0.0,350,4815.66384
0.0,407,4817.328049
200.0,534,4819.55977
200.0,335,4821.018796
0.0,408,4822.665054
0.0,524,4824.83546
200.0,343,4826.115233
0.0,280,4827.41838
200.0,348,4828.711246
0.0,403,4830.361791
0.0,397,4831.977209
0.0,399,4833.618727
0.0,338,4835.080296
200.0,338,4836.534697
0.0,533,4838.705935
200.0,342,4839.964144
200.0,339,4841.454757
0.0,400,4843.131616
200.0,400,4844.727322
200.0,403,4846.341232
0.0,539,4848.523715
200.0,335,4850.023961
0.0,350,4851.341071
200.0,336,4852.792344
200.0,336,4854.251823
0.0,348,4855.554631
0.0,280,4856.6685
200.0,343,4858.169509
0.0,469,4860.183202
0.0,276,4861.288755
200.0,339,4862.553524
200.0,410,4864.22549
0.0,465,4866.24806
0.0,541,4868.449297
200.0,335,4869.898131
0.0,396,4871.574546
200.0,335,4872.830074
200.0,341,4874.306441
200.0,343,4875.610513
200.0,342,4877.087775
200.0,343,4878.547865
200.0,477,4880.479134
200.0,337,4881.967283
0.0,463,4883.785502
200.0,339,4885.247817
200.0,343,4886.718657
200.0,401,4888.350588
200.0,409,4890.031036
0.0,336,4891.324065
200.0,468,4893.345817
200.0,335,4894.833073
200.0,409,4896.472574
0.0,277,4897.629355
200.0,341,4898.901041
0.0,345,4900.364506
0.0,273,4901.458503
200.0,524,4903.601029
200.0,408,4905.249175
200.0,481,4907.286698
200.0,408,4909.044625
200.0,399,4910.704658
200.0,337,4912.176783
200.0,407,4913.851739
200.0,482,4915.885644
200.0,470,4917.695969
200.0,339,4919.16868
200.0,336,4920.45267
200.0,345,4921.913321
200.0,400,4923.566763
200.0,403,4925.214379
200.0,341,4926.66507
200.0,543,4928.870143
200.0,540,4931.117439
200.0,404,4932.815342
200.0,475,4934.951461
0.0,464,4936.788405
0.0,460,4938.833463
200.0,398,4940.532824
200.0,348,4942.076513
200.0,465,4943.914761
0.0,463,4945.933903
200.0,546,4948.184571
0.0,340,4949.641603
200.0,411,4951.306941
200.0,339,4952.594867
0.0,341,4954.069847
200.0,339,4955.348578
200.0,344,4956.880818
200.0,343,4958.410757
200.0,538,4960.65199
200.0,473,4962.495069
200.0,345,4963.997456
200.0,469,4966.037274
200.0,339,4967.338881
200.0,531,4969.6085
0.0,400,4971.211865
0.0,412,4973.056132
0.0,343,4974.317623
0.0,341,4975.784821
200.0,541,4977.974213
0.0,504,4980.044503
200.0,419,4981.69468
200.0,341,4983.15613
200.0,343,4984.436846
200.0,340,4985.906167
200.0,463,4987.712606
200.0,545,4990.073316
0.0,342,4991.344722
0.0,282,4992.492707
0.0,587,4994.981794
0.0,334,4996.231366
0.0,523,4998.363979
0.0,340,4999.864064
0.0,459,5001.842163
200.0,344,5003.148137
200.0,462,5005.123279
0.0,403,5006.776967
200.0,344,5008.051998
0.0,528,5010.42757
0.0,340,5011.747904
0.0,398,5013.406004
400.0,419,5015.121866
0.0,274,5016.235354
0.0,465,5018.209054
200.0,469,5020.228919
0.0,463,5022.091459
0.0,346,5023.62423
0.0,338,5024.895522
0.0,605,5027.426749
0.0,468,5029.459668
0.0,475,5031.308608
0.0,272,5032.411592
200.0,337,5033.887482
0.0,471,5035.855405
200.0,342,5037.170504
200.0,480,5039.192471
200.0,347,5040.479619
0.0,337,5041.943688
0.0,345,5043.433708
200.0,416,5045.142192
0.0,410,5046.849524
200.0,338,5048.351167
200.0,403,5050.018204
200.0,408,5051.680841
0.0,524,5053.840474
200.0,346,5055.12618
200.0,469,5057.154274
200.0,415,5058.906386
0.0,399,5060.531952
200.0,478,5062.579839
200.0,469,5064.582408
200.0,334,5065.830621
0.0,406,5067.454751
200.0,470,5069.439912
200.0,474,5071.252311
0.0,331,5072.739282
0.0,342,5074.225789
200.0,401,5075.894166
200.0,339,5077.153954
200.0,402,5078.76625
200.0,337,5080.226166
200.0,531,5082.417843
0.0,404,5084.063933
0.0,332,5085.484644
200.0,334,5086.725708
200.0,404,5088.33397
200.0,532,5090.548195
200.0,341,5092.014019
0.0,338,5093.437471
0.0,340,5094.701472
200.0,469,5096.673064
200.0,407,5098.27351
200.0,339,5099.52458
0.0,463,5101.469701
200.0,339,5102.907228
0.0,397,5104.535178
200.0,411,5106.153144
200.0,337,5107.419256
200.0,342,5108.849849
0.0,535,5111.016273
0.0,334,5112.458257
200.0,338,5113.718738
200.0,403,5115.411488
0.0,400,5117.269623
200.0,474,5119.509625
0.0,405,5121.329776
200.0,344,5122.852107
200.0,609,5125.296274
200.0,407,5127.30449
200.0,341,5128.701086
0.0,405,5130.41077
0.0,343,5131.934403
200.0,346,5133.269358
200.0,543,5135.73428
200.0,537,5137.961535
200.0,538,5140.193314
200.0,409,5141.888837
200.0,588,5144.506303
200.0,491,5146.428447
0.0,415,5148.346187
200.0,719,5151.294199
200.0,477,5153.340917
200.0,543,5155.604869
0.0,345,5157.098377
200.0,655,5159.823748
0.0,591,5162.166228
200.0,482,5164.229549
200.0,539,5166.404786
200.0,668,5169.115792
0.0,416,5170.770904
0.0,353,5172.234086
200.0,686,5174.968289
200.0,465,5176.920597
0.0,313,5178.123753
200.0,588,5180.683076
0.0,341,5181.961558
200.0,465,5183.950356
200.0,527,5186.066652
200.0,607,5188.625269
0.0,341,5189.904993
400.0,408,5191.724444
200.0,540,5193.874461
0.0,347,5195.144027
0.0,339,5196.636961
200.0,410,5198.301418
200.0,606,5200.830093
200.0,408,5202.479542
0.0,465,5204.350071
200.0,411,5206.256031
200.0,605,5208.691417
200.0,461,5210.768242
200.0,348,5212.228958
200.0,470,5214.298769
200.0,409,5215.961198
200.0,416,5217.632637
0.0,472,5219.599409
200.0,608,5222.171967
200.0,468,5223.957618
0.0,343,5225.417333
200.0,677,5228.139337
200.0,543,5230.31989
200.0,684,5233.225051
200.0,466,5235.036282
200.0,466,5237.032858
0.0,471,5238.910263
200.0,478,5240.904064
200.0,606,5243.481782
0.0,466,5245.252255
200.0,543,5247.418268
200.0,590,5249.893982
200.0,552,5252.079773
200.0,532,5254.201306
0.0,347,5255.668267
200.0,471,5257.659553
0.0,402,5259.269074
400.0,417,5260.926618
0.0,353,5262.507421
200.0,354,5263.804043
0.0,468,5265.765738
200.0,589,5268.066212
0.0,269,5269.17502
0.0,472,5271.141881
200.0,665,5273.825563
200.0,471,5275.793367
0.0,406,5277.418886
200.0,345,5278.905349
0.0,461,5280.69474
400.0,526,5282.848582
200.0,596,5285.360029
0.0,470,5287.285375
200.0,729,5290.542787
200.0,423,5292.439263
200.0,478,5294.876771
200.0,483,5297.257118
200.0,413,5299.255002
200.0,352,5300.731769
0.0,536,5303.417876
0.0,277,5304.636125
0.0,343,5306.055254
200.0,535,5308.477471
400.0,536,5311.094267
0.0,353,5312.525135
0.0,418,5314.310488
0.0,404,5316.236773
0.0,739,5319.398821
200.0,530,5321.666503
200.0,611,5324.431612
0.0,279,5325.611576
0.0,338,5327.196477
200.0,607,5329.780745
800.0,684,5332.874708
0.0,470,5334.811937
200.0,400,5336.558323
0.0,536,5338.751781
200.0,603,5341.271224
0.0,538,5343.496455
200.0,346,5344.971714
200.0,341,5346.424561
0.0,406,5348.122266
0.0,275,5349.225428
200.0,469,5351.006133
200.0,468,5353.005939
200.0,477,5355.009682
0.0,532,5357.35787
200.0,409,5359.055051
0.0,341,5360.35157
0.0,469,5362.37215
0.0,401,5363.95802
0.0,468,5365.927778
200.0,341,5367.175098
200.0,469,5369.167363
200.0,409,5370.793867
0.0,271,5371.891797
200.0,540,5374.047404
200.0,529,5376.16871
200.0,337,5377.606177
200.0,482,5379.645337
0.0,398,5381.235308
200.0,463,5382.989701
200.0,462,5384.978038
200.0,340,5386.258658
0.0,273,5387.350401
0.0,280,5388.470477
200.0,402,5390.379384
200.0,409,5392.122223
0.0,348,5393.423067
200.0,405,5395.110465
0.0,340,5396.753699
200.0,472,5399.056243
200.0,397,5400.918691
200.0,343,5402.373314
400.0,406,5404.271788
400.0,465,5406.48818
200.0,344,5408.050987
0.0,339,5409.388981
0.0,459,5411.506749
0.0,463,5413.430641
200.0,336,5414.988582
200.0,401,5416.751605
400.0,465,5418.899567
200.0,465,5420.845978
200.0,400,5422.603771
400.0,531,5424.941696
400.0,605,5427.701409
200.0,482,5429.881419
200.0,401,5431.617746
400.0,395,5433.373235
200.0,346,5434.785642
200.0,491,5437.000686
200.0,401,5438.817751
200.0,394,5440.573482
200.0,469,5442.783886
200.0,401,5444.59381
0.0,273,5445.765925
200.0,524,5448.136355
200.0,396,5449.996325
200.0,402,5451.787527
400.0,533,5454.154844
200.0,672,5457.106775
0.0,279,5458.348504
200.0,396,5460.419181
200.0,405,5462.183762
200.0,477,5464.167408
200.0,524,5466.618931
200.0,480,5468.857461
200.0,602,5471.620843
200.0,422,5473.430318
400.0,606,5476.230989
200.0,605,5478.735019
600.0,603,5481.553144
200.0,470,5483.478118
400.0,553,5486.016856
400.0,561,5488.366652
200.0,337,5489.900447
400.0,415,5491.663678
400.0,473,5493.652307
0.0,407,5495.60199
0.0,335,5496.950246
0.0,603,5499.627441
0.0,530,5501.881132
200.0,354,5503.520905
400.0,409,5505.308379
200.0,535,5507.598004
200.0,531,5509.935845
0.0,410,5511.774745
0.0,413,5513.565361
200.0,500,5515.74219
400.0,600,5518.460529
0.0,401,5520.158363
0.0,550,5522.534884
400.0,551,5524.93376
200.0,463,5527.140899
600.0,541,5529.530758
0.0,471,5531.655896
200.0,543,5533.984293
0.0,414,5535.766106
200.0,361,5537.47028
200.0,593,5539.923837
200.0,502,5542.101467
0.0,469,5544.231652
400.0,672,5547.276118
400.0,620,5550.114973
200.0,670,5553.098936
200.0,410,5554.889517
0.0,520,5557.287983
0.0,535,5559.725737
0.0,479,5561.888771
200.0,416,5563.72613
200.0,468,5565.840267
400.0,547,5568.194629
200.0,411,5570.001067
600.0,525,5572.285531
200.0,473,5574.417368
0.0,345,5575.755276
0.0,538,5578.057555
400.0,535,5580.316366
200.0,481,5582.483596
200.0,527,5584.673187
200.0,472,5586.686698
400.0,476,5588.508189
400.0,483,5590.552718
200.0,347,5592.063201
200.0,669,5594.941204
200.0,545,5597.273659
200.0,605,5600.017817
0.0,536,5602.271374
200.0,477,5604.354892
200.0,545,5606.602114
200.0,487,5608.683399
400.0,676,5611.457954
200.0,474,5613.286877
200.0,463,5615.248386
0.0,345,5616.704993
0.0,544,5618.854164
200.0,489,5620.901267
200.0,468,5622.692202
0.0,479,5624.738579
200.0,607,5627.397687
0.0,469,5629.236228
200.0,602,5631.775695
200.0,552,5634.016476
200.0,543,5636.228372
200.0,590,5638.836235
200.0,541,5641.048433
200.0,477,5643.077431
200.0,605,5645.552361
400.0,486,5647.568468
200.0,613,5650.153444
200.0,406,5651.859427
200.0,466,5653.731369
400.0,732,5656.842375
200.0,412,5658.636017
200.0,485,5660.854685
0.0,539,5663.162812
200.0,406,5664.912062
200.0,419,5666.650429
0.0,412,5668.601493
200.0,489,5670.516916
400.0,532,5672.733212
200.0,417,5674.680813
200.0,729,5677.585883
200.0,535,5679.843283
0.0,467,5681.893394
200.0,475,5683.962168
200.0,615,5686.443563
200.0,600,5689.095725
200.0,589,5691.513113
200.0,662,5694.475121
0.0,471,5696.302063
200.0,536,5698.542583
200.0,605,5701.137861
200.0,362,5702.666979
200.0,556,5704.931776
200.0,659,5707.642903
200.0,538,5709.903558
0.0,411,5711.585168
200.0,776,5714.816252
200.0,418,5716.689059
200.0,436,5718.425333
200.0,603,5721.045798
200.0,477,5722.878269
400.0,738,5725.940565
0.0,467,5727.949959
0.0,472,5729.797961
200.0,547,5732.00021
200.0,417,5733.866488
0.0,413,5735.578343
600.0,611,5738.009895
200.0,546,5740.411275
200.0,663,5743.117182
200.0,611,5745.826354
400.0,676,5748.606327
200.0,555,5750.949234
200.0,490,5753.088362
200.0,544,5755.533607
0.0,401,5757.326802
200.0,592,5760.100275
200.0,532,5762.45914
200.0,547,5764.77361
400.0,476,5766.829743
200.0,494,5768.772652
200.0,554,5771.297606
200.0,559,5773.57199
200.0,446,5775.339651
200.0,458,5777.334264
200.0,545,5779.563191
200.0,471,5781.594913
0.0,407,5783.24948
200.0,601,5785.723724
200.0,415,5787.659775
200.0,609,5790.125195
400.0,532,5792.359505
400.0,600,5795.019495
0.0,274,5796.202339
200.0,674,5799.13097
0.0,275,5800.316474
400.0,534,5802.609653
200.0,601,5805.216145
200.0,474,5807.284864
400.0,607,5809.791324
400.0,603,5812.399592
200.0,401,5814.050908
200.0,548,5816.294922
200.0,476,5818.374142
200.0,423,5820.114772
200.0,420,5821.841001
200.0,607,5824.403677
200.0,467,5826.5001
200.0,616,5829.155195
200.0,404,5830.790222
200.0,538,5832.962537
200.0,544,5835.158382
0.0,468,5837.14929
200.0,614,5839.608422
200.0,546,5841.801484
200.0,354,5843.36767
200.0,481,5845.407212
200.0,661,5848.186714
200.0,491,5850.422528
200.0,559,5852.785842
200.0,598,5855.412527
0.0,406,5857.136445
200.0,520,5859.471537
800.0,776,5862.858084
200.0,466,5864.729841
400.0,583,5867.379404
400.0,603,5869.954514
400.0,641,5872.67641
200.0,521,5874.828799
200.0,531,5877.242852
200.0,367,5878.626362
200.0,737,5881.92448
200.0,601,5884.52962
200.0,540,5886.733917
200.0,650,5889.509607
0.0,467,5891.336794
200.0,628,5893.987769
200.0,636,5896.629001
200.0,652,5899.366985
200.0,524,5901.504888
200.0,585,5903.987807
1000.0,763,5907.197489
200.0,639,5909.868776
600.0,643,5912.576736
200.0,574,5914.841847
400.0,631,5917.495004
200.0,575,5919.763015
200.0,603,5922.369812
200.0,343,5923.742844
400.0,506,5925.933941
200.0,599,5928.553019
400.0,462,5930.617025
200.0,577,5932.978511
400.0,645,5935.718385
200.0,535,5937.960253
200.0,529,5940.179297
200.0,523,5942.341149
200.0,579,5944.866951
200.0,484,5946.717578
0.0,409,5948.385848
200.0,601,5951.008452
0.0,532,5953.295315
200.0,403,5955.035274
200.0,529,5957.302783
200.0,530,5959.612942
200.0,408,5961.521997
200.0,411,5963.240711
0.0,331,5964.535058
200.0,578,5967.033729
400.0,633,5969.715725
200.0,541,5972.003909
0.0,405,5973.709255
400.0,610,5976.377062
200.0,529,5978.709226
400.0,668,5981.558172
200.0,641,5984.295124
200.0,521,5986.44814
200.0,521,5988.631815
200.0,611,5991.090858
200.0,606,5993.674757
200.0,489,5995.73334
400.0,678,5998.556663
200.0,534,6000.783086
200.0,534,6003.007559
200.0,411,6004.669062
400.0,404,6006.524369
200.0,475,6008.402369
400.0,406,6010.063356
200.0,415,6012.058155
200.0,472,6013.998936
200.0,481,6016.092905
200.0,596,6018.527717
0.0,398,6020.245543
400.0,471,6022.375026
200.0,517,6024.606861
200.0,402,6026.318643
0.0,337,6027.934789
200.0,482,6030.081511
200.0,403,6032.044691
400.0,539,6034.422137
200.0,597,6037.058293
0.0,337,6038.524045
200.0,474,6040.407487
200.0,426,6042.356386
0.0,335,6043.758668
200.0,337,6045.255736
0.0,329,6046.546814
0.0,398,6048.362798
200.0,655,6051.387415
200.0,606,6054.060283
0.0,400,6055.738755
200.0,341,6057.255941
200.0,475,6059.398461
600.0,542,6062.165503
200.0,670,6065.034091
200.0,410,6066.767043
0.0,525,6069.065487
200.0,402,6070.817812
200.0,651,6073.458361
200.0,415,6075.181881
200.0,478,6077.430904
